segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.8148 (10662/13085),0.0107 (140/13085),0.0000 (0/13085),0.0002 (2/13085),0.0000 (0/13085),0.0000 (0/13085),0.1508 (1973/13085),0.0235 (308/13085),0.0000 (0/13085),0.0000 (0/13085)
active_customer_1m,0.0000 (0/10337),0.4491 (4642/10337),0.5504 (5689/10337),0.0000 (0/10337),0.0006 (6/10337),0.0000 (0/10337),0.0000 (0/10337),0.0000 (0/10337),0.0000 (0/10337),0.0000 (0/10337)
active_customer_6m,0.0000 (0/19880),0.2298 (4568/19880),0.4678 (9300/19880),0.0000 (0/19880),0.0013 (25/19880),0.3012 (5987/19880),0.0000 (0/19880),0.0000 (0/19880),0.0000 (0/19880),0.0000 (0/19880)
dead_credit_holder,0.0000 (0/389),0.0231 (9/389),0.0000 (0/389),0.9383 (365/389),0.0000 (0/389),0.0000 (0/389),0.0000 (0/389),0.0000 (0/389),0.0000 (0/389),0.0386 (15/389)
dead_customer,0.0000 (0/86),0.0698 (6/86),0.0465 (4/86),0.0000 (0/86),0.8605 (74/86),0.0233 (2/86),0.0000 (0/86),0.0000 (0/86),0.0000 (0/86),0.0000 (0/86)
dormant_customer,0.0000 (0/5),0.0000 (0/5),0.0000 (0/5),0.0000 (0/5),0.0000 (0/5),1.0000 (5/5),0.0000 (0/5),0.0000 (0/5),0.0000 (0/5),0.0000 (0/5)
fresh_credit_holder,0.0000 (0/11074),0.1286 (1424/11074),0.0000 (0/11074),0.0006 (7/11074),0.0000 (0/11074),0.0000 (0/11074),0.0000 (0/11074),0.0000 (0/11074),0.0000 (0/11074),0.8708 (9643/11074)
rejected,0.0000 (0/43247),0.0114 (491/43247),0.0000 (1/43247),0.0000 (2/43247),0.0000 (1/43247),0.0000 (0/43247),0.0659 (2848/43247),0.9227 (39904/43247),0.0000 (0/43247),0.0000 (0/43247)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/65752),0.0603 (3968/65752),0.0000 (0/65752),0.0006 (40/65752),0.0000 (1/65752),0.0000 (0/65752),0.0000 (0/65752),0.0000 (0/65752),0.0000 (0/65752),0.9390 (61743/65752)
