segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9673 (25694/26562),0.0053 (140/26562),0.0000 (0/26562),0.0000 (1/26562),0.0000 (0/26562),0.0000 (0/26562),0.0164 (436/26562),0.0110 (291/26562),0.0000 (0/26562),0.0000 (0/26562)
active_customer_1m,0.0000 (0/17514),0.3297 (5775/17514),0.6684 (11707/17514),0.0000 (0/17514),0.0018 (32/17514),0.0000 (0/17514),0.0000 (0/17514),0.0000 (0/17514),0.0000 (0/17514),0.0000 (0/17514)
active_customer_6m,0.0000 (0/34529),0.1920 (6631/34529),0.7958 (27479/34529),0.0000 (0/34529),0.0020 (69/34529),0.0101 (350/34529),0.0000 (0/34529),0.0000 (0/34529),0.0000 (0/34529),0.0000 (0/34529)
dead_credit_holder,0.0000 (0/2786),0.0025 (7/2786),0.0000 (0/2786),0.8873 (2472/2786),0.0000 (0/2786),0.0000 (0/2786),0.0000 (0/2786),0.0000 (0/2786),0.0000 (0/2786),0.1102 (307/2786)
dead_customer,0.0000 (0/136),0.0294 (4/136),0.2059 (28/136),0.0000 (0/136),0.7647 (104/136),0.0000 (0/136),0.0000 (0/136),0.0000 (0/136),0.0000 (0/136),0.0000 (0/136)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/1187),0.1879 (223/1187),0.0000 (0/1187),0.0000 (0/1187),0.0000 (0/1187),0.0000 (0/1187),0.0000 (0/1187),0.0000 (0/1187),0.0000 (0/1187),0.8121 (964/1187)
rejected,0.0000 (0/82433),0.0035 (288/82433),0.0000 (0/82433),0.0000 (0/82433),0.0000 (0/82433),0.0000 (0/82433),0.0101 (829/82433),0.9864 (81316/82433),0.0000 (0/82433),0.0000 (0/82433)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/264899),0.0347 (9199/264899),0.0000 (0/264899),0.0016 (415/264899),0.0000 (3/264899),0.0000 (0/264899),0.0000 (0/264899),0.0000 (0/264899),0.0000 (0/264899),0.9637 (255282/264899)
