segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9787 (143259/146381),0.0032 (475/146381),0.0000 (6/146381),0.0000 (1/146381),0.0000 (0/146381),0.0000 (0/146381),0.0075 (1103/146381),0.0101 (1485/146381),0.0000 (0/146381),0.0004 (52/146381)
active_customer_1m,0.0000 (0/380191),0.7197 (273607/380191),0.2801 (106479/380191),0.0000 (0/380191),0.0003 (105/380191),0.0000 (0/380191),0.0000 (0/380191),0.0000 (0/380191),0.0000 (0/380191),0.0000 (0/380191)
active_customer_6m,0.0000 (0/623608),0.3130 (195177/623608),0.6087 (379581/623608),0.0000 (0/623608),0.0007 (410/623608),0.0777 (48440/623608),0.0000 (0/623608),0.0000 (0/623608),0.0000 (0/623608),0.0000 (0/623608)
dead_credit_holder,0.0000 (0/71040),0.0017 (119/71040),0.0001 (4/71040),0.9949 (70678/71040),0.0000 (2/71040),0.0000 (0/71040),0.0000 (0/71040),0.0000 (0/71040),0.0000 (0/71040),0.0033 (237/71040)
dead_customer,0.0000 (0/27593),0.0098 (271/27593),0.0005 (15/27593),0.0000 (0/27593),0.9784 (26997/27593),0.0010 (28/27593),0.0000 (0/27593),0.0000 (0/27593),0.0102 (282/27593),0.0000 (0/27593)
dormant_customer,0.0000 (0/202878),0.0830 (16841/202878),0.0035 (704/202878),0.0000 (0/202878),0.0010 (201/202878),0.7630 (154797/202878),0.0000 (0/202878),0.0000 (0/202878),0.1495 (30335/202878),0.0000 (0/202878)
fresh_credit_holder,0.0000 (0/201),0.2836 (57/201),0.0796 (16/201),0.0000 (0/201),0.0000 (0/201),0.0000 (0/201),0.0000 (0/201),0.0000 (0/201),0.0000 (0/201),0.6368 (128/201)
rejected,0.0000 (0/233774),0.0100 (2331/233774),0.0001 (13/233774),0.0000 (9/233774),0.0000 (0/233774),0.0000 (0/233774),0.0181 (4232/233774),0.9711 (227027/233774),0.0000 (0/233774),0.0007 (162/233774)
soft_churn_customer,0.0000 (0/312532),0.0339 (10589/312532),0.0013 (412/312532),0.0000 (0/312532),0.0066 (2051/312532),0.0000 (0/312532),0.0000 (0/312532),0.0000 (0/312532),0.9582 (299480/312532),0.0000 (0/312532)
unactivated_credit_holder,0.0000 (0/1543908),0.0209 (32224/1543908),0.0007 (1122/1543908),0.0006 (961/1543908),0.0000 (9/1543908),0.0000 (0/1543908),0.0000 (0/1543908),0.0000 (0/1543908),0.0000 (0/1543908),0.9778 (1509592/1543908)
