segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9579 (7283/7603),0.0033 (25/7603),0.0000 (0/7603),0.0000 (0/7603),0.0000 (0/7603),0.0000 (0/7603),0.0092 (70/7603),0.0296 (225/7603),0.0000 (0/7603),0.0000 (0/7603)
active_customer_1m,0.0000 (0/14909),0.4240 (6322/14909),0.5757 (8583/14909),0.0000 (0/14909),0.0003 (4/14909),0.0000 (0/14909),0.0000 (0/14909),0.0000 (0/14909),0.0000 (0/14909),0.0000 (0/14909)
active_customer_6m,0.0000 (0/20680),0.1824 (3773/20680),0.8164 (16883/20680),0.0000 (0/20680),0.0012 (24/20680),0.0000 (0/20680),0.0000 (0/20680),0.0000 (0/20680),0.0000 (0/20680),0.0000 (0/20680)
dead_credit_holder,0.0000 (0/318),0.0157 (5/318),0.0000 (0/318),0.8899 (283/318),0.0000 (0/318),0.0000 (0/318),0.0000 (0/318),0.0000 (0/318),0.0000 (0/318),0.0943 (30/318)
dead_customer,0.0000 (0/84),0.1667 (14/84),0.2143 (18/84),0.0000 (0/84),0.6190 (52/84),0.0000 (0/84),0.0000 (0/84),0.0000 (0/84),0.0000 (0/84),0.0000 (0/84)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/4142),0.0787 (326/4142),0.0000 (0/4142),0.0000 (0/4142),0.0000 (0/4142),0.0000 (0/4142),0.0000 (0/4142),0.0000 (0/4142),0.0000 (0/4142),0.9213 (3816/4142)
rejected,0.0000 (0/43236),0.0055 (238/43236),0.0000 (0/43236),0.0000 (0/43236),0.0000 (0/43236),0.0000 (0/43236),0.0079 (340/43236),0.9866 (42658/43236),0.0000 (0/43236),0.0000 (0/43236)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/51596),0.0522 (2691/51596),0.0000 (0/51596),0.0004 (20/51596),0.0000 (1/51596),0.0000 (0/51596),0.0000 (0/51596),0.0000 (0/51596),0.0000 (0/51596),0.9474 (48884/51596)
