segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9734 (151195/155321),0.0020 (309/155321),0.0000 (0/155321),0.0000 (1/155321),0.0000 (0/155321),0.0000 (0/155321),0.0043 (662/155321),0.0203 (3152/155321),0.0000 (0/155321),0.0000 (2/155321)
active_customer_1m,0.0000 (0/567118),0.5897 (334438/567118),0.4100 (232519/567118),0.0000 (0/567118),0.0003 (161/567118),0.0000 (0/567118),0.0000 (0/567118),0.0000 (0/567118),0.0000 (0/567118),0.0000 (0/567118)
active_customer_6m,0.0000 (0/387162),0.2619 (101407/387162),0.7007 (271296/387162),0.0000 (0/387162),0.0007 (254/387162),0.0367 (14205/387162),0.0000 (0/387162),0.0000 (0/387162),0.0000 (0/387162),0.0000 (0/387162)
dead_credit_holder,0.0000 (0/73127),0.0043 (318/73127),0.0000 (0/73127),0.9620 (70346/73127),0.0000 (0/73127),0.0000 (0/73127),0.0000 (0/73127),0.0000 (0/73127),0.0000 (0/73127),0.0337 (2463/73127)
dead_customer,0.0000 (0/25451),0.0154 (392/25451),0.0046 (118/25451),0.0000 (0/25451),0.9393 (23907/25451),0.0149 (380/25451),0.0000 (0/25451),0.0000 (0/25451),0.0257 (654/25451),0.0000 (0/25451)
dormant_customer,0.0000 (0/214837),0.0894 (19215/214837),0.0000 (0/214837),0.0000 (0/214837),0.0005 (117/214837),0.7839 (168400/214837),0.0000 (0/214837),0.0000 (0/214837),0.1262 (27105/214837),0.0000 (0/214837)
fresh_credit_holder,0.0000 (0/28147),0.0681 (1918/28147),0.0000 (0/28147),0.0005 (14/28147),0.0000 (0/28147),0.0000 (0/28147),0.0000 (0/28147),0.0000 (0/28147),0.0000 (0/28147),0.9314 (26215/28147)
rejected,0.0000 (0/232089),0.0042 (964/232089),0.0000 (0/232089),0.0000 (5/232089),0.0000 (1/232089),0.0000 (0/232089),0.0060 (1392/232089),0.9898 (229727/232089),0.0000 (0/232089),0.0000 (0/232089)
soft_churn_customer,0.0000 (0/230558),0.0442 (10190/230558),0.0000 (0/230558),0.0000 (0/230558),0.0023 (528/230558),0.0000 (0/230558),0.0000 (0/230558),0.0000 (0/230558),0.9535 (219840/230558),0.0000 (0/230558)
unactivated_credit_holder,0.0000 (0/1628296),0.0287 (46765/1628296),0.0000 (0/1628296),0.0003 (523/1628296),0.0000 (7/1628296),0.0000 (0/1628296),0.0000 (0/1628296),0.0000 (0/1628296),0.0000 (0/1628296),0.9710 (1581001/1628296)
