segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9683 (7052/7283),0.0021 (15/7283),0.0000 (0/7283),0.0000 (0/7283),0.0000 (0/7283),0.0000 (0/7283),0.0040 (29/7283),0.0257 (187/7283),0.0000 (0/7283),0.0000 (0/7283)
active_customer_1m,0.0000 (0/13394),0.4878 (6533/13394),0.5119 (6856/13394),0.0000 (0/13394),0.0004 (5/13394),0.0000 (0/13394),0.0000 (0/13394),0.0000 (0/13394),0.0000 (0/13394),0.0000 (0/13394)
active_customer_6m,0.0000 (0/25484),0.1670 (4257/25484),0.6335 (16143/25484),0.0000 (0/25484),0.0007 (17/25484),0.1988 (5067/25484),0.0000 (0/25484),0.0000 (0/25484),0.0000 (0/25484),0.0000 (0/25484)
dead_credit_holder,0.0000 (0/303),0.0033 (1/303),0.0000 (0/303),0.9901 (300/303),0.0000 (0/303),0.0000 (0/303),0.0000 (0/303),0.0000 (0/303),0.0000 (0/303),0.0066 (2/303)
dead_customer,0.0000 (0/81),0.1111 (9/81),0.0247 (2/81),0.0000 (0/81),0.8642 (70/81),0.0000 (0/81),0.0000 (0/81),0.0000 (0/81),0.0000 (0/81),0.0000 (0/81)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/410),0.1561 (64/410),0.0000 (0/410),0.0000 (0/410),0.0000 (0/410),0.0000 (0/410),0.0000 (0/410),0.0000 (0/410),0.0000 (0/410),0.8439 (346/410)
rejected,0.0000 (0/42883),0.0034 (146/42883),0.0000 (0/42883),0.0000 (0/42883),0.0000 (0/42883),0.0000 (0/42883),0.0027 (117/42883),0.9939 (42620/42883),0.0000 (0/42883),0.0000 (0/42883)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/52730),0.0407 (2148/52730),0.0000 (0/52730),0.0005 (29/52730),0.0000 (0/52730),0.0000 (0/52730),0.0000 (0/52730),0.0000 (0/52730),0.0000 (0/52730),0.9587 (50553/52730)
