segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9591 (262067/273248),0.0041 (1108/273248),0.0000 (0/273248),0.0001 (25/273248),0.0000 (4/273248),0.0000 (0/273248),0.0159 (4349/273248),0.0200 (5463/273248),0.0000 (0/273248),0.0008 (232/273248)
active_customer_1m,0.0000 (0/359207),0.4659 (167345/359207),0.5313 (190832/359207),0.0000 (0/359207),0.0029 (1030/359207),0.0000 (0/359207),0.0000 (0/359207),0.0000 (0/359207),0.0000 (0/359207),0.0000 (0/359207)
active_customer_6m,0.0000 (0/447728),0.2055 (92029/447728),0.7194 (322095/447728),0.0000 (0/447728),0.0223 (9989/447728),0.0527 (23615/447728),0.0000 (0/447728),0.0000 (0/447728),0.0000 (0/447728),0.0000 (0/447728)
dead_credit_holder,0.0000 (0/338524),0.0015 (503/338524),0.0000 (1/338524),0.9896 (335005/338524),0.0000 (0/338524),0.0000 (0/338524),0.0000 (0/338524),0.0000 (0/338524),0.0000 (0/338524),0.0089 (3015/338524)
dead_customer,0.0000 (0/40464),0.0077 (313/40464),0.0045 (183/40464),0.0000 (0/40464),0.9728 (39365/40464),0.0040 (161/40464),0.0000 (0/40464),0.0000 (0/40464),0.0109 (442/40464),0.0000 (0/40464)
dormant_customer,0.0000 (0/85061),0.0609 (5184/85061),0.0002 (18/85061),0.0000 (0/85061),0.0187 (1590/85061),0.7728 (65734/85061),0.0000 (0/85061),0.0000 (0/85061),0.1474 (12535/85061),0.0000 (0/85061)
fresh_credit_holder,0.0000 (0/104958),0.0598 (6274/104958),0.0009 (92/104958),0.0057 (599/104958),0.0000 (2/104958),0.0000 (0/104958),0.0000 (0/104958),0.0000 (0/104958),0.0000 (0/104958),0.9336 (97991/104958)
rejected,0.0000 (0/285805),0.0027 (773/285805),0.0000 (0/285805),0.0001 (22/285805),0.0000 (0/285805),0.0000 (0/285805),0.0066 (1889/285805),0.9903 (283045/285805),0.0000 (0/285805),0.0003 (76/285805)
soft_churn_customer,0.0000 (0/132916),0.0270 (3586/132916),0.0002 (25/132916),0.0000 (0/132916),0.0204 (2709/132916),0.0000 (0/132916),0.0000 (0/132916),0.0000 (0/132916),0.9525 (126596/132916),0.0000 (0/132916)
unactivated_credit_holder,0.0000 (0/1474195),0.0197 (28974/1474195),0.0001 (150/1474195),0.0097 (14345/1474195),0.0000 (23/1474195),0.0000 (0/1474195),0.0000 (0/1474195),0.0000 (0/1474195),0.0000 (0/1474195),0.9705 (1430703/1474195)
