segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9452 (25653/27140),0.0116 (314/27140),0.0001 (4/27140),0.0000 (0/27140),0.0000 (0/27140),0.0000 (0/27140),0.0239 (650/27140),0.0178 (484/27140),0.0000 (0/27140),0.0013 (35/27140)
active_customer_1m,0.0000 (0/11276),0.6345 (7155/11276),0.3643 (4108/11276),0.0000 (0/11276),0.0012 (13/11276),0.0000 (0/11276),0.0000 (0/11276),0.0000 (0/11276),0.0000 (0/11276),0.0000 (0/11276)
active_customer_6m,0.0000 (0/36874),0.1985 (7318/36874),0.7996 (29483/36874),0.0000 (0/36874),0.0020 (73/36874),0.0000 (0/36874),0.0000 (0/36874),0.0000 (0/36874),0.0000 (0/36874),0.0000 (0/36874)
dead_credit_holder,0.0000 (0/241),0.0083 (2/241),0.0000 (0/241),0.9627 (232/241),0.0041 (1/241),0.0000 (0/241),0.0000 (0/241),0.0000 (0/241),0.0000 (0/241),0.0249 (6/241)
dead_customer,0.0000 (0/32),0.0000 (0/32),0.0312 (1/32),0.0000 (0/32),0.9688 (31/32),0.0000 (0/32),0.0000 (0/32),0.0000 (0/32),0.0000 (0/32),0.0000 (0/32)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/270),0.3852 (104/270),0.0259 (7/270),0.0000 (0/270),0.0000 (0/270),0.0000 (0/270),0.0000 (0/270),0.0000 (0/270),0.0000 (0/270),0.5889 (159/270)
rejected,0.0000 (0/201870),0.0163 (3297/201870),0.0001 (28/201870),0.0000 (4/201870),0.0000 (3/201870),0.0000 (0/201870),0.0256 (5159/201870),0.9570 (193196/201870),0.0000 (0/201870),0.0009 (183/201870)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/66279),0.0341 (2260/66279),0.0010 (67/66279),0.0145 (963/66279),0.0001 (5/66279),0.0000 (0/66279),0.0000 (0/66279),0.0000 (0/66279),0.0000 (0/66279),0.9503 (62984/66279)
