segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9706 (6896/7105),0.0013 (9/7105),0.0000 (0/7105),0.0000 (0/7105),0.0000 (0/7105),0.0000 (0/7105),0.0028 (20/7105),0.0253 (180/7105),0.0000 (0/7105),0.0000 (0/7105)
active_customer_1m,0.0000 (0/13686),0.4854 (6643/13686),0.5143 (7039/13686),0.0000 (0/13686),0.0003 (4/13686),0.0000 (0/13686),0.0000 (0/13686),0.0000 (0/13686),0.0000 (0/13686),0.0000 (0/13686)
active_customer_6m,0.0000 (0/24216),0.1580 (3827/24216),0.8404 (20352/24216),0.0000 (0/24216),0.0015 (37/24216),0.0000 (0/24216),0.0000 (0/24216),0.0000 (0/24216),0.0000 (0/24216),0.0000 (0/24216)
dead_credit_holder,0.0000 (0/279),0.0072 (2/279),0.0000 (0/279),0.9642 (269/279),0.0000 (0/279),0.0000 (0/279),0.0000 (0/279),0.0000 (0/279),0.0000 (0/279),0.0287 (8/279)
dead_customer,0.0000 (0/77),0.0649 (5/77),0.0779 (6/77),0.0000 (0/77),0.8571 (66/77),0.0000 (0/77),0.0000 (0/77),0.0000 (0/77),0.0000 (0/77),0.0000 (0/77)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/371),0.1806 (67/371),0.0000 (0/371),0.0000 (0/371),0.0000 (0/371),0.0000 (0/371),0.0000 (0/371),0.0000 (0/371),0.0000 (0/371),0.8194 (304/371)
rejected,0.0000 (0/46817),0.0037 (175/46817),0.0000 (0/46817),0.0000 (0/46817),0.0000 (0/46817),0.0000 (0/46817),0.0025 (118/46817),0.9937 (46524/46817),0.0000 (0/46817),0.0000 (0/46817)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/54174),0.0436 (2361/54174),0.0000 (0/54174),0.0008 (42/54174),0.0000 (0/54174),0.0000 (0/54174),0.0000 (0/54174),0.0000 (0/54174),0.0000 (0/54174),0.9556 (51771/54174)
