segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9599 (7105/7402),0.0027 (20/7402),0.0000 (0/7402),0.0000 (0/7402),0.0000 (0/7402),0.0000 (0/7402),0.0073 (54/7402),0.0301 (223/7402),0.0000 (0/7402),0.0000 (0/7402)
active_customer_1m,0.0000 (0/15402),0.4312 (6642/15402),0.5683 (8753/15402),0.0000 (0/15402),0.0005 (7/15402),0.0000 (0/15402),0.0000 (0/15402),0.0000 (0/15402),0.0000 (0/15402),0.0000 (0/15402)
active_customer_6m,0.0000 (0/19038),0.1869 (3559/19038),0.8117 (15454/19038),0.0000 (0/19038),0.0013 (25/19038),0.0000 (0/19038),0.0000 (0/19038),0.0000 (0/19038),0.0000 (0/19038),0.0000 (0/19038)
dead_credit_holder,0.0000 (0/288),0.0208 (6/288),0.0000 (0/288),0.9028 (260/288),0.0000 (0/288),0.0000 (0/288),0.0000 (0/288),0.0000 (0/288),0.0000 (0/288),0.0764 (22/288)
dead_customer,0.0000 (0/68),0.2059 (14/68),0.1324 (9/68),0.0000 (0/68),0.6618 (45/68),0.0000 (0/68),0.0000 (0/68),0.0000 (0/68),0.0000 (0/68),0.0000 (0/68)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/4074),0.0808 (329/4074),0.0000 (0/4074),0.0002 (1/4074),0.0000 (0/4074),0.0000 (0/4074),0.0000 (0/4074),0.0000 (0/4074),0.0000 (0/4074),0.9190 (3744/4074)
rejected,0.0000 (0/47173),0.0056 (262/47173),0.0000 (0/47173),0.0000 (0/47173),0.0000 (0/47173),0.0000 (0/47173),0.0067 (317/47173),0.9877 (46594/47173),0.0000 (0/47173),0.0000 (0/47173)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/53280),0.0536 (2854/53280),0.0000 (0/53280),0.0003 (18/53280),0.0000 (0/53280),0.0000 (0/53280),0.0000 (0/53280),0.0000 (0/53280),0.0000 (0/53280),0.9461 (50408/53280)
