segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9663 (2439/2524),0.0048 (12/2524),0.0000 (0/2524),0.0000 (0/2524),0.0000 (0/2524),0.0000 (0/2524),0.0151 (38/2524),0.0139 (35/2524),0.0000 (0/2524),0.0000 (0/2524)
active_customer_1m,0.0000 (0/1168),0.2979 (348/1168),0.7021 (820/1168),0.0000 (0/1168),0.0000 (0/1168),0.0000 (0/1168),0.0000 (0/1168),0.0000 (0/1168),0.0000 (0/1168),0.0000 (0/1168)
active_customer_6m,0.0000 (0/2395),0.2017 (483/2395),0.7979 (1911/2395),0.0000 (0/2395),0.0004 (1/2395),0.0000 (0/2395),0.0000 (0/2395),0.0000 (0/2395),0.0000 (0/2395),0.0000 (0/2395)
dead_credit_holder,0.0000 (0/38),0.0000 (0/38),0.0000 (0/38),0.5000 (19/38),0.0000 (0/38),0.0000 (0/38),0.0000 (0/38),0.0000 (0/38),0.0000 (0/38),0.5000 (19/38)
dead_customer,0.0000 (0/3),0.0000 (0/3),0.6667 (2/3),0.0000 (0/3),0.3333 (1/3),0.0000 (0/3),0.0000 (0/3),0.0000 (0/3),0.0000 (0/3),0.0000 (0/3)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/104),0.2596 (27/104),0.0000 (0/104),0.0000 (0/104),0.0000 (0/104),0.0000 (0/104),0.0000 (0/104),0.0000 (0/104),0.0000 (0/104),0.7404 (77/104)
rejected,0.0000 (0/8822),0.0037 (33/8822),0.0000 (0/8822),0.0000 (0/8822),0.0000 (0/8822),0.0000 (0/8822),0.0118 (104/8822),0.9845 (8685/8822),0.0000 (0/8822),0.0000 (0/8822)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/7901),0.0556 (439/7901),0.0000 (0/7901),0.0008 (6/7901),0.0000 (0/7901),0.0000 (0/7901),0.0000 (0/7901),0.0000 (0/7901),0.0000 (0/7901),0.9437 (7456/7901)
