segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9927 (19519/19662),0.0004 (7/19662),0.0000 (0/19662),0.0001 (1/19662),0.0000 (0/19662),0.0000 (0/19662),0.0034 (67/19662),0.0034 (67/19662),0.0000 (0/19662),0.0001 (1/19662)
active_customer_1m,0.0000 (0/14888),0.1168 (1739/14888),0.8826 (13140/14888),0.0000 (0/14888),0.0006 (9/14888),0.0000 (0/14888),0.0000 (0/14888),0.0000 (0/14888),0.0000 (0/14888),0.0000 (0/14888)
active_customer_6m,0.0000 (0/16),0.0625 (1/16),0.9375 (15/16),0.0000 (0/16),0.0000 (0/16),0.0000 (0/16),0.0000 (0/16),0.0000 (0/16),0.0000 (0/16),0.0000 (0/16)
dead_credit_holder,0.0000 (0/155),0.0000 (0/155),0.0000 (0/155),1.0000 (155/155),0.0000 (0/155),0.0000 (0/155),0.0000 (0/155),0.0000 (0/155),0.0000 (0/155),0.0000 (0/155)
dead_customer,0.0000 (0/9),0.0000 (0/9),0.0000 (0/9),0.0000 (0/9),1.0000 (9/9),0.0000 (0/9),0.0000 (0/9),0.0000 (0/9),0.0000 (0/9),0.0000 (0/9)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/74145),0.0214 (1587/74145),0.0001 (11/74145),0.0007 (52/74145),0.0000 (0/74145),0.0000 (0/74145),0.0000 (0/74145),0.0000 (0/74145),0.0000 (0/74145),0.9777 (72495/74145)
rejected,0.0000 (0/51946),0.0003 (18/51946),0.0000 (0/51946),0.0000 (1/51946),0.0000 (0/51946),0.0000 (0/51946),0.0014 (75/51946),0.9982 (51852/51946),0.0000 (0/51946),0.0000 (0/51946)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/3034),0.0148 (45/3034),0.0000 (0/3034),0.0007 (2/3034),0.0000 (0/3034),0.0000 (0/3034),0.0000 (0/3034),0.0000 (0/3034),0.0000 (0/3034),0.9845 (2987/3034)
