segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9532 (33880/35542),0.0096 (340/35542),0.0001 (5/35542),0.0001 (2/35542),0.0000 (0/35542),0.0000 (0/35542),0.0188 (669/35542),0.0171 (607/35542),0.0000 (0/35542),0.0011 (39/35542)
active_customer_1m,0.0000 (0/18597),0.6460 (12013/18597),0.3538 (6580/18597),0.0000 (0/18597),0.0002 (4/18597),0.0000 (0/18597),0.0000 (0/18597),0.0000 (0/18597),0.0000 (0/18597),0.0000 (0/18597)
active_customer_6m,0.0000 (0/86502),0.1798 (15555/86502),0.8196 (70901/86502),0.0000 (0/86502),0.0004 (35/86502),0.0001 (11/86502),0.0000 (0/86502),0.0000 (0/86502),0.0000 (0/86502),0.0000 (0/86502)
dead_credit_holder,0.0000 (0/702),0.0085 (6/702),0.0000 (0/702),0.9758 (685/702),0.0000 (0/702),0.0000 (0/702),0.0000 (0/702),0.0000 (0/702),0.0000 (0/702),0.0157 (11/702)
dead_customer,0.0000 (0/82),0.0488 (4/82),0.0000 (0/82),0.0000 (0/82),0.9512 (78/82),0.0000 (0/82),0.0000 (0/82),0.0000 (0/82),0.0000 (0/82),0.0000 (0/82)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/237),0.3460 (82/237),0.0295 (7/237),0.0042 (1/237),0.0000 (0/237),0.0000 (0/237),0.0000 (0/237),0.0000 (0/237),0.0000 (0/237),0.6203 (147/237)
rejected,0.0000 (0/244963),0.0138 (3381/244963),0.0001 (20/244963),0.0000 (6/244963),0.0000 (1/244963),0.0000 (0/244963),0.0211 (5169/244963),0.9643 (236224/244963),0.0000 (0/244963),0.0007 (162/244963)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/379729),0.0166 (6288/379729),0.0005 (184/379729),0.0004 (147/379729),0.0000 (2/379729),0.0000 (0/379729),0.0000 (0/379729),0.0000 (0/379729),0.0000 (0/379729),0.9826 (373108/379729)
