segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9019 (27736/30753),0.0076 (235/30753),0.0000 (0/30753),0.0000 (0/30753),0.0000 (0/30753),0.0000 (0/30753),0.0439 (1350/30753),0.0466 (1432/30753),0.0000 (0/30753),0.0000 (0/30753)
active_customer_1m,0.0000 (0/34521),0.4282 (14781/34521),0.5715 (19729/34521),0.0000 (0/34521),0.0003 (11/34521),0.0000 (0/34521),0.0000 (0/34521),0.0000 (0/34521),0.0000 (0/34521),0.0000 (0/34521)
active_customer_6m,0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
dead_credit_holder,0.0000 (0/158),0.0000 (0/158),0.0000 (0/158),0.9620 (152/158),0.0000 (0/158),0.0000 (0/158),0.0000 (0/158),0.0000 (0/158),0.0000 (0/158),0.0380 (6/158)
dead_customer,0.0000 (0/6),0.0000 (0/6),0.0000 (0/6),0.0000 (0/6),1.0000 (6/6),0.0000 (0/6),0.0000 (0/6),0.0000 (0/6),0.0000 (0/6),0.0000 (0/6)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/74153),0.1147 (8505/74153),0.0000 (0/74153),0.0006 (48/74153),0.0000 (1/74153),0.0000 (0/74153),0.0000 (0/74153),0.0000 (0/74153),0.0000 (0/74153),0.8846 (65599/74153)
rejected,0.0000 (0/204391),0.0070 (1421/204391),0.0000 (0/204391),0.0000 (3/204391),0.0000 (1/204391),0.0000 (0/204391),0.0088 (1794/204391),0.9843 (201172/204391),0.0000 (0/204391),0.0000 (0/204391)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0)
