segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9719 (2524/2597),0.0035 (9/2597),0.0000 (0/2597),0.0000 (0/2597),0.0000 (0/2597),0.0000 (0/2597),0.0112 (29/2597),0.0135 (35/2597),0.0000 (0/2597),0.0000 (0/2597)
active_customer_1m,0.0000 (0/2084),0.2370 (494/2084),0.7630 (1590/2084),0.0000 (0/2084),0.0000 (0/2084),0.0000 (0/2084),0.0000 (0/2084),0.0000 (0/2084),0.0000 (0/2084),0.0000 (0/2084)
active_customer_6m,0.0000 (0/956),0.1569 (150/956),0.8421 (805/956),0.0000 (0/956),0.0010 (1/956),0.0000 (0/956),0.0000 (0/956),0.0000 (0/956),0.0000 (0/956),0.0000 (0/956)
dead_credit_holder,0.0000 (0/31),0.0323 (1/31),0.0000 (0/31),0.9355 (29/31),0.0000 (0/31),0.0000 (0/31),0.0000 (0/31),0.0000 (0/31),0.0000 (0/31),0.0323 (1/31)
dead_customer,0.0000 (0/2),0.0000 (0/2),0.0000 (0/2),0.0000 (0/2),1.0000 (2/2),0.0000 (0/2),0.0000 (0/2),0.0000 (0/2),0.0000 (0/2),0.0000 (0/2)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/204),0.1422 (29/204),0.0000 (0/204),0.0000 (0/204),0.0000 (0/204),0.0000 (0/204),0.0000 (0/204),0.0000 (0/204),0.0000 (0/204),0.8578 (175/204)
rejected,0.0000 (0/8892),0.0028 (25/8892),0.0000 (0/8892),0.0000 (0/8892),0.0000 (0/8892),0.0000 (0/8892),0.0084 (75/8892),0.9882 (8787/8892),0.0000 (0/8892),0.0006 (5/8892)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/8189),0.0562 (460/8189),0.0000 (0/8189),0.0011 (9/8189),0.0000 (0/8189),0.0000 (0/8189),0.0000 (0/8189),0.0000 (0/8189),0.0000 (0/8189),0.9427 (7720/8189)
