segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9619 (18231/18953),0.0047 (90/18953),0.0000 (0/18953),0.0000 (0/18953),0.0000 (0/18953),0.0000 (0/18953),0.0169 (320/18953),0.0161 (305/18953),0.0000 (0/18953),0.0004 (7/18953)
active_customer_1m,0.0000 (0/6293),0.3134 (1972/6293),0.6858 (4316/6293),0.0000 (0/6293),0.0008 (5/6293),0.0000 (0/6293),0.0000 (0/6293),0.0000 (0/6293),0.0000 (0/6293),0.0000 (0/6293)
active_customer_6m,0.0000 (0/13369),0.1848 (2471/13369),0.8142 (10885/13369),0.0000 (0/13369),0.0010 (13/13369),0.0000 (0/13369),0.0000 (0/13369),0.0000 (0/13369),0.0000 (0/13369),0.0000 (0/13369)
dead_credit_holder,0.0000 (0/222),0.0225 (5/222),0.0000 (0/222),0.9369 (208/222),0.0000 (0/222),0.0000 (0/222),0.0000 (0/222),0.0000 (0/222),0.0000 (0/222),0.0405 (9/222)
dead_customer,0.0000 (0/27),0.1111 (3/27),0.0000 (0/27),0.0000 (0/27),0.8889 (24/27),0.0000 (0/27),0.0000 (0/27),0.0000 (0/27),0.0000 (0/27),0.0000 (0/27)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/550),0.1836 (101/550),0.0000 (0/550),0.0036 (2/550),0.0000 (0/550),0.0000 (0/550),0.0000 (0/550),0.0000 (0/550),0.0000 (0/550),0.8127 (447/550)
rejected,0.0000 (0/51654),0.0030 (155/51654),0.0000 (0/51654),0.0001 (3/51654),0.0000 (0/51654),0.0000 (0/51654),0.0072 (374/51654),0.9896 (51115/51654),0.0000 (0/51654),0.0001 (7/51654)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/72787),0.0349 (2541/72787),0.0000 (0/72787),0.0002 (17/72787),0.0000 (1/72787),0.0000 (0/72787),0.0000 (0/72787),0.0000 (0/72787),0.0000 (0/72787),0.9648 (70228/72787)
