segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9594 (1513/1577),0.0019 (3/1577),0.0000 (0/1577),0.0000 (0/1577),0.0000 (0/1577),0.0000 (0/1577),0.0095 (15/1577),0.0292 (46/1577),0.0000 (0/1577),0.0000 (0/1577)
active_customer_1m,0.0000 (0/2321),0.4433 (1029/2321),0.5567 (1292/2321),0.0000 (0/2321),0.0000 (0/2321),0.0000 (0/2321),0.0000 (0/2321),0.0000 (0/2321),0.0000 (0/2321),0.0000 (0/2321)
active_customer_6m,0.0000 (0/3291),0.1984 (653/3291),0.7429 (2445/3291),0.0000 (0/3291),0.0018 (6/3291),0.0568 (187/3291),0.0000 (0/3291),0.0000 (0/3291),0.0000 (0/3291),0.0000 (0/3291)
dead_credit_holder,0.0000 (0/47),0.0638 (3/47),0.0000 (0/47),0.6809 (32/47),0.0000 (0/47),0.0000 (0/47),0.0000 (0/47),0.0000 (0/47),0.0000 (0/47),0.2553 (12/47)
dead_customer,0.0000 (0/15),0.0667 (1/15),0.2667 (4/15),0.0000 (0/15),0.6667 (10/15),0.0000 (0/15),0.0000 (0/15),0.0000 (0/15),0.0000 (0/15),0.0000 (0/15)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/659),0.0759 (50/659),0.0000 (0/659),0.0015 (1/659),0.0000 (0/659),0.0000 (0/659),0.0000 (0/659),0.0000 (0/659),0.0000 (0/659),0.9226 (608/659)
rejected,0.0000 (0/6975),0.0059 (41/6975),0.0000 (0/6975),0.0000 (0/6975),0.0000 (0/6975),0.0000 (0/6975),0.0080 (56/6975),0.9861 (6878/6975),0.0000 (0/6975),0.0000 (0/6975)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/8070),0.0530 (428/8070),0.0000 (0/8070),0.0012 (10/8070),0.0000 (0/8070),0.0000 (0/8070),0.0000 (0/8070),0.0000 (0/8070),0.0000 (0/8070),0.9457 (7632/8070)
