segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.7704 (1879/2439),0.0123 (30/2439),0.0000 (0/2439),0.0004 (1/2439),0.0000 (0/2439),0.0000 (0/2439),0.1997 (487/2439),0.0172 (42/2439),0.0000 (0/2439),0.0000 (0/2439)
active_customer_1m,0.0000 (0/1342),0.3353 (450/1342),0.6624 (889/1342),0.0000 (0/1342),0.0022 (3/1342),0.0000 (0/1342),0.0000 (0/1342),0.0000 (0/1342),0.0000 (0/1342),0.0000 (0/1342)
active_customer_6m,0.0000 (0/2733),0.1698 (464/2733),0.8269 (2260/2733),0.0000 (0/2733),0.0033 (9/2733),0.0000 (0/2733),0.0000 (0/2733),0.0000 (0/2733),0.0000 (0/2733),0.0000 (0/2733)
dead_credit_holder,0.0000 (0/25),0.0000 (0/25),0.0000 (0/25),1.0000 (25/25),0.0000 (0/25),0.0000 (0/25),0.0000 (0/25),0.0000 (0/25),0.0000 (0/25),0.0000 (0/25)
dead_customer,0.0000 (0/2),0.0000 (0/2),0.0000 (0/2),0.0000 (0/2),1.0000 (2/2),0.0000 (0/2),0.0000 (0/2),0.0000 (0/2),0.0000 (0/2),0.0000 (0/2)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/142),0.2465 (35/142),0.0000 (0/142),0.0000 (0/142),0.0000 (0/142),0.0000 (0/142),0.0000 (0/142),0.0000 (0/142),0.0000 (0/142),0.7535 (107/142)
rejected,0.0000 (0/8720),0.0267 (233/8720),0.0000 (0/8720),0.0000 (0/8720),0.0000 (0/8720),0.0000 (0/8720),0.1217 (1061/8720),0.8516 (7426/8720),0.0000 (0/8720),0.0000 (0/8720)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/7552),0.0561 (424/7552),0.0000 (0/7552),0.0019 (14/7552),0.0000 (0/7552),0.0000 (0/7552),0.0000 (0/7552),0.0000 (0/7552),0.0000 (0/7552),0.9420 (7114/7552)
