segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9257 (37807/40842),0.0093 (379/40842),0.0000 (0/40842),0.0001 (4/40842),0.0000 (0/40842),0.0000 (0/40842),0.0111 (453/40842),0.0538 (2199/40842),0.0000 (0/40842),0.0000 (0/40842)
active_customer_1m,0.0000 (0/67316),0.3406 (22931/67316),0.6591 (44368/67316),0.0000 (0/67316),0.0003 (17/67316),0.0000 (0/67316),0.0000 (0/67316),0.0000 (0/67316),0.0000 (0/67316),0.0000 (0/67316)
active_customer_6m,0.0000 (0/20),0.1000 (2/20),0.9000 (18/20),0.0000 (0/20),0.0000 (0/20),0.0000 (0/20),0.0000 (0/20),0.0000 (0/20),0.0000 (0/20),0.0000 (0/20)
dead_credit_holder,0.0000 (0/275),0.0182 (5/275),0.0000 (0/275),0.9091 (250/275),0.0000 (0/275),0.0000 (0/275),0.0000 (0/275),0.0000 (0/275),0.0000 (0/275),0.0727 (20/275)
dead_customer,0.0000 (0/20),0.0000 (0/20),0.0000 (0/20),0.0000 (0/20),1.0000 (20/20),0.0000 (0/20),0.0000 (0/20),0.0000 (0/20),0.0000 (0/20),0.0000 (0/20)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/410053),0.0429 (17595/410053),0.0000 (0/410053),0.0003 (114/410053),0.0000 (0/410053),0.0000 (0/410053),0.0000 (0/410053),0.0000 (0/410053),0.0000 (0/410053),0.9568 (392344/410053)
rejected,0.0000 (0/247828),0.0082 (2021/247828),0.0000 (0/247828),0.0000 (1/247828),0.0000 (0/247828),0.0000 (0/247828),0.0084 (2086/247828),0.9834 (243720/247828),0.0000 (0/247828),0.0000 (0/247828)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0)
