segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.7418 (13085/17640),0.0142 (251/17640),0.0000 (0/17640),0.0005 (9/17640),0.0000 (0/17640),0.0000 (0/17640),0.2277 (4016/17640),0.0158 (279/17640),0.0000 (0/17640),0.0000 (0/17640)
active_customer_1m,0.0000 (0/8360),0.3526 (2948/8360),0.6468 (5407/8360),0.0000 (0/8360),0.0006 (5/8360),0.0000 (0/8360),0.0000 (0/8360),0.0000 (0/8360),0.0000 (0/8360),0.0000 (0/8360)
active_customer_6m,0.0000 (0/17539),0.1721 (3019/17539),0.8251 (14471/17539),0.0000 (0/17539),0.0025 (44/17539),0.0003 (5/17539),0.0000 (0/17539),0.0000 (0/17539),0.0000 (0/17539),0.0000 (0/17539)
dead_credit_holder,0.0000 (0/122),0.0082 (1/122),0.0000 (0/122),0.9098 (111/122),0.0000 (0/122),0.0000 (0/122),0.0000 (0/122),0.0000 (0/122),0.0000 (0/122),0.0820 (10/122)
dead_customer,0.0000 (0/40),0.0500 (2/40),0.0500 (2/40),0.0000 (0/40),0.9000 (36/40),0.0000 (0/40),0.0000 (0/40),0.0000 (0/40),0.0000 (0/40),0.0000 (0/40)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/700),0.1957 (137/700),0.0000 (0/700),0.0000 (0/700),0.0000 (0/700),0.0000 (0/700),0.0000 (0/700),0.0000 (0/700),0.0000 (0/700),0.8043 (563/700)
rejected,0.0000 (0/51047),0.0200 (1020/51047),0.0000 (0/51047),0.0000 (1/51047),0.0000 (0/51047),0.0000 (0/51047),0.1383 (7058/51047),0.8417 (42968/51047),0.0000 (0/51047),0.0000 (0/51047)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/68407),0.0433 (2959/68407),0.0000 (0/68407),0.0039 (268/68407),0.0000 (1/68407),0.0000 (0/68407),0.0000 (0/68407),0.0000 (0/68407),0.0000 (0/68407),0.9528 (65179/68407)
