segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.7696 (15851/20597),0.0149 (307/20597),0.0000 (0/20597),0.0008 (17/20597),0.0000 (0/20597),0.0000 (0/20597),0.2046 (4214/20597),0.0079 (162/20597),0.0000 (0/20597),0.0022 (46/20597)
active_customer_1m,0.0000 (0/22828),0.4155 (9486/22828),0.5824 (13295/22828),0.0000 (0/22828),0.0021 (47/22828),0.0000 (0/22828),0.0000 (0/22828),0.0000 (0/22828),0.0000 (0/22828),0.0000 (0/22828)
active_customer_6m,0.0000 (0/23890),0.1639 (3915/23890),0.8260 (19732/23890),0.0000 (0/23890),0.0102 (243/23890),0.0000 (0/23890),0.0000 (0/23890),0.0000 (0/23890),0.0000 (0/23890),0.0000 (0/23890)
dead_credit_holder,0.0000 (0/577),0.0052 (3/577),0.0000 (0/577),0.9428 (544/577),0.0000 (0/577),0.0000 (0/577),0.0000 (0/577),0.0000 (0/577),0.0000 (0/577),0.0520 (30/577)
dead_customer,0.0000 (0/28),0.0000 (0/28),0.1429 (4/28),0.0000 (0/28),0.8571 (24/28),0.0000 (0/28),0.0000 (0/28),0.0000 (0/28),0.0000 (0/28),0.0000 (0/28)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/6185),0.2218 (1372/6185),0.0000 (0/6185),0.0057 (35/6185),0.0002 (1/6185),0.0000 (0/6185),0.0000 (0/6185),0.0000 (0/6185),0.0000 (0/6185),0.7724 (4777/6185)
rejected,0.0000 (0/198136),0.0260 (5157/198136),0.0000 (3/198136),0.0006 (121/198136),0.0000 (1/198136),0.0000 (0/198136),0.2104 (41688/198136),0.7601 (150599/198136),0.0000 (0/198136),0.0029 (567/198136)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/682880),0.0154 (10541/682880),0.0000 (0/682880),0.0396 (27068/682880),0.0000 (15/682880),0.0000 (0/682880),0.0000 (0/682880),0.0000 (0/682880),0.0000 (0/682880),0.9449 (645256/682880)
