segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.7917 (5210/6581),0.0100 (66/6581),0.0000 (0/6581),0.0005 (3/6581),0.0000 (0/6581),0.0000 (0/6581),0.1912 (1258/6581),0.0062 (41/6581),0.0000 (0/6581),0.0005 (3/6581)
active_customer_1m,0.0000 (0/14193),0.5554 (7883/14193),0.4435 (6294/14193),0.0000 (0/14193),0.0011 (16/14193),0.0000 (0/14193),0.0000 (0/14193),0.0000 (0/14193),0.0000 (0/14193),0.0000 (0/14193)
active_customer_6m,0.0000 (0/18665),0.2315 (4321/18665),0.5597 (10446/18665),0.0000 (0/18665),0.0047 (88/18665),0.2041 (3810/18665),0.0000 (0/18665),0.0000 (0/18665),0.0000 (0/18665),0.0000 (0/18665)
dead_credit_holder,0.0000 (0/354),0.0028 (1/354),0.0000 (0/354),0.9040 (320/354),0.0000 (0/354),0.0000 (0/354),0.0000 (0/354),0.0000 (0/354),0.0000 (0/354),0.0932 (33/354)
dead_customer,0.0000 (0/132),0.0455 (6/132),0.0152 (2/132),0.0000 (0/132),0.8333 (110/132),0.1061 (14/132),0.0000 (0/132),0.0000 (0/132),0.0000 (0/132),0.0000 (0/132)
dormant_customer,0.0000 (0/11221),0.0807 (906/11221),0.0000 (0/11221),0.0000 (0/11221),0.0067 (75/11221),0.9126 (10240/11221),0.0000 (0/11221),0.0000 (0/11221),0.0000 (0/11221),0.0000 (0/11221)
fresh_credit_holder,0.0000 (0/1049),0.2574 (270/1049),0.0000 (0/1049),0.0010 (1/1049),0.0000 (0/1049),0.0000 (0/1049),0.0000 (0/1049),0.0000 (0/1049),0.0000 (0/1049),0.7417 (778/1049)
rejected,0.0000 (0/45105),0.0225 (1013/45105),0.0000 (0/45105),0.0003 (15/45105),0.0000 (1/45105),0.0000 (0/45105),0.1762 (7949/45105),0.7993 (36052/45105),0.0000 (0/45105),0.0017 (75/45105)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/49425),0.0494 (2444/49425),0.0000 (0/49425),0.0073 (363/49425),0.0000 (2/49425),0.0000 (0/49425),0.0000 (0/49425),0.0000 (0/49425),0.0000 (0/49425),0.9432 (46616/49425)
