segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9797 (148129/151195),0.0012 (177/151195),0.0000 (0/151195),0.0000 (0/151195),0.0000 (0/151195),0.0000 (0/151195),0.0014 (210/151195),0.0177 (2679/151195),0.0000 (0/151195),0.0000 (0/151195)
active_customer_1m,0.0000 (0/515916),0.6102 (314794/515916),0.3896 (200984/515916),0.0000 (0/515916),0.0003 (138/515916),0.0000 (0/515916),0.0000 (0/515916),0.0000 (0/515916),0.0000 (0/515916),0.0000 (0/515916)
active_customer_6m,0.0000 (0/503933),0.2335 (117669/503933),0.7005 (352985/503933),0.0000 (0/503933),0.0005 (264/503933),0.0655 (33015/503933),0.0000 (0/503933),0.0000 (0/503933),0.0000 (0/503933),0.0000 (0/503933)
dead_credit_holder,0.0000 (0/70889),0.0015 (109/70889),0.0000 (0/70889),0.9962 (70619/70889),0.0000 (1/70889),0.0000 (0/70889),0.0000 (0/70889),0.0000 (0/70889),0.0000 (0/70889),0.0023 (160/70889)
dead_customer,0.0000 (0/24975),0.0038 (96/24975),0.0005 (12/24975),0.0000 (0/24975),0.9927 (24793/24975),0.0002 (6/24975),0.0000 (0/24975),0.0000 (0/24975),0.0027 (68/24975),0.0000 (0/24975)
dormant_customer,0.0000 (0/182985),0.0733 (13414/182985),0.0000 (0/182985),0.0000 (0/182985),0.0006 (107/182985),0.7406 (135517/182985),0.0000 (0/182985),0.0000 (0/182985),0.1855 (33947/182985),0.0000 (0/182985)
fresh_credit_holder,0.0000 (0/2054),0.1655 (340/2054),0.0000 (0/2054),0.0019 (4/2054),0.0000 (0/2054),0.0000 (0/2054),0.0000 (0/2054),0.0000 (0/2054),0.0000 (0/2054),0.8325 (1710/2054)
rejected,0.0000 (0/232879),0.0032 (737/232879),0.0000 (0/232879),0.0000 (2/232879),0.0000 (1/232879),0.0000 (0/232879),0.0027 (635/232879),0.9941 (231500/232879),0.0000 (0/232879),0.0000 (4/232879)
soft_churn_customer,0.0000 (0/247599),0.0370 (9157/247599),0.0000 (0/247599),0.0000 (0/247599),0.0059 (1466/247599),0.0000 (0/247599),0.0000 (0/247599),0.0000 (0/247599),0.9571 (236976/247599),0.0000 (0/247599)
unactivated_credit_holder,0.0000 (0/1609681),0.0245 (39363/1609681),0.0000 (0/1609681),0.0006 (938/1609681),0.0000 (8/1609681),0.0000 (0/1609681),0.0000 (0/1609681),0.0000 (0/1609681),0.0000 (0/1609681),0.9750 (1569372/1609681)
