segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.8878 (155321/174946),0.0076 (1329/174946),0.0000 (0/174946),0.0000 (6/174946),0.0000 (0/174946),0.0000 (0/174946),0.0810 (14164/174946),0.0236 (4120/174946),0.0000 (0/174946),0.0000 (6/174946)
active_customer_1m,0.0000 (0/443672),0.6718 (298069/443672),0.3278 (145427/443672),0.0000 (0/443672),0.0004 (176/443672),0.0000 (0/443672),0.0000 (0/443672),0.0000 (0/443672),0.0000 (0/443672),0.0000 (0/443672)
active_customer_6m,0.0000 (0/423303),0.3379 (143020/423303),0.5690 (240841/423303),0.0000 (0/423303),0.0009 (369/423303),0.0923 (39073/423303),0.0000 (0/423303),0.0000 (0/423303),0.0000 (0/423303),0.0000 (0/423303)
dead_credit_holder,0.0000 (0/74111),0.0042 (310/74111),0.0000 (0/74111),0.9736 (72152/74111),0.0000 (1/74111),0.0000 (0/74111),0.0000 (0/74111),0.0000 (0/74111),0.0000 (0/74111),0.0222 (1648/74111)
dead_customer,0.0000 (0/24891),0.0155 (386/24891),0.0017 (42/24891),0.0000 (0/24891),0.9511 (23673/24891),0.0076 (190/24891),0.0000 (0/24891),0.0000 (0/24891),0.0241 (600/24891),0.0000 (0/24891)
dormant_customer,0.0000 (0/241048),0.1388 (33465/241048),0.0012 (278/241048),0.0000 (0/241048),0.0008 (185/241048),0.7284 (175574/241048),0.0000 (0/241048),0.0000 (0/241048),0.1309 (31546/241048),0.0000 (0/241048)
fresh_credit_holder,0.0000 (0/55918),0.1349 (7544/55918),0.0019 (106/55918),0.0005 (29/55918),0.0001 (3/55918),0.0000 (0/55918),0.0000 (0/55918),0.0000 (0/55918),0.0000 (0/55918),0.8626 (48236/55918)
rejected,0.0000 (0/244914),0.0120 (2929/244914),0.0000 (2/244914),0.0000 (9/244914),0.0000 (0/244914),0.0000 (0/244914),0.0571 (13983/244914),0.9308 (227969/244914),0.0000 (0/244914),0.0001 (22/244914)
soft_churn_customer,0.0000 (0/213514),0.0656 (13997/213514),0.0003 (73/213514),0.0000 (0/213514),0.0048 (1032/213514),0.0000 (0/213514),0.0000 (0/213514),0.0000 (0/213514),0.9293 (198412/213514),0.0000 (0/213514)
unactivated_credit_holder,0.0000 (0/1645789),0.0401 (66069/1645789),0.0002 (393/1645789),0.0006 (931/1645789),0.0000 (12/1645789),0.0000 (0/1645789),0.0000 (0/1645789),0.0000 (0/1645789),0.0000 (0/1645789),0.9590 (1578384/1645789)
