segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9836 (24236/24641),0.0007 (17/24641),0.0000 (1/24641),0.0000 (0/24641),0.0000 (0/24641),0.0000 (0/24641),0.0052 (128/24641),0.0105 (259/24641),0.0000 (0/24641),0.0000 (0/24641)
active_customer_1m,0.0000 (0/94698),0.3973 (37622/94698),0.6025 (57053/94698),0.0000 (0/94698),0.0002 (23/94698),0.0000 (0/94698),0.0000 (0/94698),0.0000 (0/94698),0.0000 (0/94698),0.0000 (0/94698)
active_customer_6m,0.0000 (0/135137),0.1116 (15081/135137),0.8881 (120021/135137),0.0000 (0/135137),0.0003 (35/135137),0.0000 (0/135137),0.0000 (0/135137),0.0000 (0/135137),0.0000 (0/135137),0.0000 (0/135137)
dead_credit_holder,0.0000 (0/3207),0.0009 (3/3207),0.0000 (0/3207),0.9825 (3151/3207),0.0003 (1/3207),0.0000 (0/3207),0.0000 (0/3207),0.0000 (0/3207),0.0000 (0/3207),0.0162 (52/3207)
dead_customer,0.0000 (0/167),0.0120 (2/167),0.0359 (6/167),0.0000 (0/167),0.9521 (159/167),0.0000 (0/167),0.0000 (0/167),0.0000 (0/167),0.0000 (0/167),0.0000 (0/167)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/398),0.1884 (75/398),0.0101 (4/398),0.0000 (0/398),0.0000 (0/398),0.0000 (0/398),0.0201 (8/398),0.0000 (0/398),0.0000 (0/398),0.7814 (311/398)
rejected,0.0000 (0/151922),0.0013 (204/151922),0.0000 (7/151922),0.0000 (0/151922),0.0000 (0/151922),0.0000 (0/151922),0.0020 (298/151922),0.9966 (151413/151922),0.0000 (0/151922),0.0000 (0/151922)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/1059903),0.0133 (14073/1059903),0.0009 (959/1059903),0.0001 (65/1059903),0.0000 (0/1059903),0.0000 (0/1059903),0.0000 (0/1059903),0.0000 (0/1059903),0.0000 (0/1059903),0.9858 (1044806/1059903)
