segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9868 (6959/7052),0.0001 (1/7052),0.0001 (1/7052),0.0000 (0/7052),0.0000 (0/7052),0.0000 (0/7052),0.0041 (29/7052),0.0088 (62/7052),0.0000 (0/7052),0.0000 (0/7052)
active_customer_1m,0.0000 (0/13173),0.4009 (5281/13173),0.5988 (7888/13173),0.0000 (0/13173),0.0003 (4/13173),0.0000 (0/13173),0.0000 (0/13173),0.0000 (0/13173),0.0000 (0/13173),0.0000 (0/13173)
active_customer_6m,0.0000 (0/23001),0.1366 (3142/23001),0.7099 (16329/23001),0.0000 (0/23001),0.0002 (5/23001),0.1533 (3525/23001),0.0000 (0/23001),0.0000 (0/23001),0.0000 (0/23001),0.0000 (0/23001)
dead_credit_holder,0.0000 (0/329),0.0030 (1/329),0.0000 (0/329),0.9483 (312/329),0.0000 (0/329),0.0000 (0/329),0.0000 (0/329),0.0000 (0/329),0.0000 (0/329),0.0486 (16/329)
dead_customer,0.0000 (0/92),0.0326 (3/92),0.0000 (0/92),0.0000 (0/92),0.9565 (88/92),0.0109 (1/92),0.0000 (0/92),0.0000 (0/92),0.0000 (0/92),0.0000 (0/92)
dormant_customer,0.0000 (0/5067),0.0343 (174/5067),0.0041 (21/5067),0.0000 (0/5067),0.0002 (1/5067),0.9613 (4871/5067),0.0000 (0/5067),0.0000 (0/5067),0.0000 (0/5067),0.0000 (0/5067)
fresh_credit_holder,0.0000 (0/146),0.1575 (23/146),0.0274 (4/146),0.0000 (0/146),0.0000 (0/146),0.0000 (0/146),0.0479 (7/146),0.0000 (0/146),0.0000 (0/146),0.7671 (112/146)
rejected,0.0000 (0/42807),0.0014 (59/42807),0.0000 (1/42807),0.0000 (0/42807),0.0000 (0/42807),0.0000 (0/42807),0.0030 (127/42807),0.9956 (42620/42807),0.0000 (0/42807),0.0000 (0/42807)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/50901),0.0185 (942/50901),0.0017 (88/50901),0.0001 (4/50901),0.0000 (0/50901),0.0000 (0/50901),0.0000 (0/50901),0.0000 (0/50901),0.0000 (0/50901),0.9797 (49867/50901)
