segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.8403 (13290/15815),0.0266 (420/15815),0.0000 (0/15815),0.0003 (5/15815),0.0000 (0/15815),0.0000 (0/15815),0.0783 (1239/15815),0.0544 (861/15815),0.0000 (0/15815),0.0000 (0/15815)
active_customer_1m,0.0000 (0/19247),0.2851 (5487/19247),0.7144 (13750/19247),0.0000 (0/19247),0.0005 (10/19247),0.0000 (0/19247),0.0000 (0/19247),0.0000 (0/19247),0.0000 (0/19247),0.0000 (0/19247)
active_customer_6m,0.0000 (0/11),0.1818 (2/11),0.8182 (9/11),0.0000 (0/11),0.0000 (0/11),0.0000 (0/11),0.0000 (0/11),0.0000 (0/11),0.0000 (0/11),0.0000 (0/11)
dead_credit_holder,0.0000 (0/58),0.0172 (1/58),0.0000 (0/58),0.9310 (54/58),0.0000 (0/58),0.0000 (0/58),0.0000 (0/58),0.0000 (0/58),0.0000 (0/58),0.0517 (3/58)
dead_customer,0.0000 (0/4),0.2500 (1/4),0.2500 (1/4),0.0000 (0/4),0.5000 (2/4),0.0000 (0/4),0.0000 (0/4),0.0000 (0/4),0.0000 (0/4),0.0000 (0/4)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/95098),0.0894 (8499/95098),0.0000 (0/95098),0.0038 (364/95098),0.0000 (3/95098),0.0000 (0/95098),0.0000 (0/95098),0.0000 (0/95098),0.0000 (0/95098),0.9068 (86232/95098)
rejected,0.0000 (0/63711),0.0348 (2220/63711),0.0000 (0/63711),0.0002 (10/63711),0.0000 (0/63711),0.0000 (0/63711),0.1121 (7143/63711),0.8529 (54338/63711),0.0000 (0/63711),0.0000 (0/63711)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0)
