segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9465 (222323/234894),0.0033 (769/234894),0.0000 (1/234894),0.0000 (5/234894),0.0000 (0/234894),0.0000 (0/234894),0.0395 (9271/234894),0.0103 (2419/234894),0.0000 (0/234894),0.0005 (106/234894)
active_customer_1m,0.0000 (0/363049),0.5247 (190493/363049),0.4748 (172379/363049),0.0000 (0/363049),0.0005 (177/363049),0.0000 (0/363049),0.0000 (0/363049),0.0000 (0/363049),0.0000 (0/363049),0.0000 (0/363049)
active_customer_6m,0.0000 (0/487442),0.2165 (105519/487442),0.6753 (329163/487442),0.0000 (0/487442),0.0007 (341/487442),0.1075 (52419/487442),0.0000 (0/487442),0.0000 (0/487442),0.0000 (0/487442),0.0000 (0/487442)
dead_credit_holder,0.0000 (0/328747),0.0015 (498/328747),0.0000 (1/328747),0.9857 (324056/328747),0.0000 (0/328747),0.0000 (0/328747),0.0000 (0/328747),0.0000 (0/328747),0.0000 (0/328747),0.0128 (4192/328747)
dead_customer,0.0000 (0/44787),0.0078 (348/44787),0.0031 (138/44787),0.0000 (0/44787),0.9770 (43757/44787),0.0042 (189/44787),0.0000 (0/44787),0.0000 (0/44787),0.0079 (355/44787),0.0000 (0/44787)
dormant_customer,0.0000 (0/109585),0.0624 (6833/109585),0.0004 (46/109585),0.0000 (0/109585),0.0041 (452/109585),0.8517 (93336/109585),0.0000 (0/109585),0.0000 (0/109585),0.0814 (8918/109585),0.0000 (0/109585)
fresh_credit_holder,0.0000 (0/29010),0.0584 (1695/29010),0.0008 (24/29010),0.0016 (47/29010),0.0000 (1/29010),0.0000 (0/29010),0.0000 (0/29010),0.0000 (0/29010),0.0000 (0/29010),0.9391 (27243/29010)
rejected,0.0000 (0/282941),0.0034 (970/282941),0.0000 (2/282941),0.0000 (7/282941),0.0000 (2/282941),0.0000 (0/282941),0.0139 (3931/282941),0.9822 (277893/282941),0.0000 (0/282941),0.0005 (136/282941)
soft_churn_customer,0.0000 (0/143169),0.0255 (3649/143169),0.0003 (38/143169),0.0000 (0/143169),0.0036 (522/143169),0.0000 (0/143169),0.0000 (0/143169),0.0000 (0/143169),0.9706 (138960/143169),0.0000 (0/143169)
unactivated_credit_holder,0.0000 (0/1518482),0.0165 (25095/1518482),0.0001 (193/1518482),0.0011 (1692/1518482),0.0000 (4/1518482),0.0000 (0/1518482),0.0000 (0/1518482),0.0000 (0/1518482),0.0000 (0/1518482),0.9822 (1491498/1518482)
