segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.8261 (7603/9204),0.0128 (118/9204),0.0000 (0/9204),0.0001 (1/9204),0.0000 (0/9204),0.0000 (0/9204),0.1311 (1207/9204),0.0299 (275/9204),0.0000 (0/9204),0.0000 (0/9204)
active_customer_1m,0.0000 (0/10727),0.4400 (4720/10727),0.5590 (5996/10727),0.0000 (0/10727),0.0010 (11/10727),0.0000 (0/10727),0.0000 (0/10727),0.0000 (0/10727),0.0000 (0/10727),0.0000 (0/10727)
active_customer_6m,0.0000 (0/19350),0.2396 (4637/19350),0.7588 (14682/19350),0.0000 (0/19350),0.0016 (31/19350),0.0000 (0/19350),0.0000 (0/19350),0.0000 (0/19350),0.0000 (0/19350),0.0000 (0/19350)
dead_credit_holder,0.0000 (0/304),0.0197 (6/304),0.0000 (0/304),0.9342 (284/304),0.0000 (0/304),0.0000 (0/304),0.0000 (0/304),0.0000 (0/304),0.0000 (0/304),0.0461 (14/304)
dead_customer,0.0000 (0/45),0.1111 (5/45),0.0222 (1/45),0.0000 (0/45),0.8667 (39/45),0.0000 (0/45),0.0000 (0/45),0.0000 (0/45),0.0000 (0/45),0.0000 (0/45)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/9154),0.1560 (1428/9154),0.0000 (0/9154),0.0004 (4/9154),0.0001 (1/9154),0.0000 (0/9154),0.0000 (0/9154),0.0000 (0/9154),0.0000 (0/9154),0.8435 (7721/9154)
rejected,0.0000 (0/46558),0.0141 (658/46558),0.0000 (1/46558),0.0001 (3/46558),0.0000 (0/46558),0.0000 (0/46558),0.0630 (2935/46558),0.9227 (42961/46558),0.0000 (0/46558),0.0000 (0/46558)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/47226),0.0707 (3337/47226),0.0000 (0/47226),0.0006 (26/47226),0.0000 (2/47226),0.0000 (0/47226),0.0000 (0/47226),0.0000 (0/47226),0.0000 (0/47226),0.9287 (43861/47226)
