segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.7281 (18707/25694),0.0162 (415/25694),0.0000 (0/25694),0.0005 (12/25694),0.0000 (0/25694),0.0000 (0/25694),0.2415 (6204/25694),0.0139 (356/25694),0.0000 (0/25694),0.0000 (0/25694)
active_customer_1m,0.0000 (0/22267),0.3854 (8581/22267),0.6134 (13659/22267),0.0000 (0/22267),0.0012 (27/22267),0.0000 (0/22267),0.0000 (0/22267),0.0000 (0/22267),0.0000 (0/22267),0.0000 (0/22267)
active_customer_6m,0.0000 (0/39214),0.1689 (6624/39214),0.5889 (23095/39214),0.0000 (0/39214),0.0031 (122/39214),0.2390 (9373/39214),0.0000 (0/39214),0.0000 (0/39214),0.0000 (0/39214),0.0000 (0/39214)
dead_credit_holder,0.0000 (0/2888),0.0042 (12/2888),0.0000 (0/2888),0.9893 (2857/2888),0.0000 (0/2888),0.0000 (0/2888),0.0000 (0/2888),0.0000 (0/2888),0.0000 (0/2888),0.0066 (19/2888)
dead_customer,0.0000 (0/208),0.0144 (3/208),0.0144 (3/208),0.0000 (0/208),0.9663 (201/208),0.0048 (1/208),0.0000 (0/208),0.0000 (0/208),0.0000 (0/208),0.0000 (0/208)
dormant_customer,0.0000 (0/350),0.1086 (38/350),0.0000 (0/350),0.0000 (0/350),0.0000 (0/350),0.8914 (312/350),0.0000 (0/350),0.0000 (0/350),0.0000 (0/350),0.0000 (0/350)
fresh_credit_holder,0.0000 (0/1265),0.1953 (247/1265),0.0000 (0/1265),0.0008 (1/1265),0.0000 (0/1265),0.0000 (0/1265),0.0000 (0/1265),0.0000 (0/1265),0.0000 (0/1265),0.8040 (1017/1265)
rejected,0.0000 (0/81607),0.0211 (1720/81607),0.0000 (0/81607),0.0001 (6/81607),0.0000 (0/81607),0.0000 (0/81607),0.1393 (11365/81607),0.8396 (68516/81607),0.0000 (0/81607),0.0000 (0/81607)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/256553),0.0375 (9615/256553),0.0000 (0/256553),0.0029 (740/256553),0.0000 (0/256553),0.0000 (0/256553),0.0000 (0/256553),0.0000 (0/256553),0.0000 (0/256553),0.9596 (246198/256553)
