segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9972 (9904/9932),0.0001 (1/9932),0.0000 (0/9932),0.0000 (0/9932),0.0000 (0/9932),0.0000 (0/9932),0.0005 (5/9932),0.0022 (22/9932),0.0000 (0/9932),0.0000 (0/9932)
active_customer_1m,0.0000 (0/10052),0.4893 (4918/10052),0.5106 (5133/10052),0.0000 (0/10052),0.0001 (1/10052),0.0000 (0/10052),0.0000 (0/10052),0.0000 (0/10052),0.0000 (0/10052),0.0000 (0/10052)
active_customer_6m,0.0000 (0/24970),0.1448 (3615/24970),0.7694 (19211/24970),0.0000 (0/24970),0.0001 (3/24970),0.0857 (2141/24970),0.0000 (0/24970),0.0000 (0/24970),0.0000 (0/24970),0.0000 (0/24970)
dead_credit_holder,0.0000 (0/422),0.0024 (1/422),0.0000 (0/422),0.9882 (417/422),0.0000 (0/422),0.0000 (0/422),0.0000 (0/422),0.0000 (0/422),0.0000 (0/422),0.0095 (4/422)
dead_customer,0.0000 (0/121),0.0496 (6/121),0.0165 (2/121),0.0000 (0/121),0.8760 (106/121),0.0579 (7/121),0.0000 (0/121),0.0000 (0/121),0.0000 (0/121),0.0000 (0/121)
dormant_customer,0.0000 (0/8943),0.0267 (239/8943),0.0000 (0/8943),0.0000 (0/8943),0.0002 (2/8943),0.9731 (8702/8943),0.0000 (0/8943),0.0000 (0/8943),0.0000 (0/8943),0.0000 (0/8943)
fresh_credit_holder,0.0000 (0/121),0.0000 (0/121),0.0000 (0/121),0.0000 (0/121),0.0000 (0/121),0.0000 (0/121),0.0000 (0/121),0.0000 (0/121),0.0000 (0/121),1.0000 (121/121)
rejected,0.0000 (0/39968),0.0002 (6/39968),0.0000 (0/39968),0.0000 (0/39968),0.0000 (0/39968),0.0000 (0/39968),0.0007 (29/39968),0.9991 (39933/39968),0.0000 (0/39968),0.0000 (0/39968)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/69326),0.0068 (468/69326),0.0000 (0/69326),0.0002 (11/69326),0.0000 (0/69326),0.0000 (0/69326),0.0000 (0/69326),0.0000 (0/69326),0.0000 (0/69326),0.9931 (68847/69326)
