segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.8109 (29603/36506),0.0271 (990/36506),0.0001 (2/36506),0.0007 (27/36506),0.0000 (0/36506),0.0000 (0/36506),0.1393 (5087/36506),0.0150 (547/36506),0.0000 (0/36506),0.0068 (250/36506)
active_customer_1m,0.0000 (0/55747),0.2673 (14903/55747),0.7322 (40820/55747),0.0000 (0/55747),0.0004 (24/55747),0.0000 (0/55747),0.0000 (0/55747),0.0000 (0/55747),0.0000 (0/55747),0.0000 (0/55747)
active_customer_6m,0.0000 (0/437),0.2174 (95/437),0.7803 (341/437),0.0000 (0/437),0.0023 (1/437),0.0000 (0/437),0.0000 (0/437),0.0000 (0/437),0.0000 (0/437),0.0000 (0/437)
dead_credit_holder,0.0000 (0/150),0.0467 (7/150),0.0000 (0/150),0.8267 (124/150),0.0000 (0/150),0.0000 (0/150),0.0000 (0/150),0.0000 (0/150),0.0000 (0/150),0.1267 (19/150)
dead_customer,0.0000 (0/18),0.0556 (1/18),0.1111 (2/18),0.0000 (0/18),0.8333 (15/18),0.0000 (0/18),0.0000 (0/18),0.0000 (0/18),0.0000 (0/18),0.0000 (0/18)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/111092),0.1725 (19160/111092),0.0000 (0/111092),0.0066 (728/111092),0.0000 (5/111092),0.0000 (0/111092),0.0000 (0/111092),0.0000 (0/111092),0.0000 (0/111092),0.8209 (91199/111092)
rejected,0.0000 (0/124479),0.0375 (4666/124479),0.0000 (3/124479),0.0006 (72/124479),0.0000 (1/124479),0.0000 (0/124479),0.2015 (25087/124479),0.7549 (93975/124479),0.0000 (0/124479),0.0054 (675/124479)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/2271),0.1127 (256/2271),0.0000 (0/2271),0.0172 (39/2271),0.0000 (0/2271),0.0000 (0/2271),0.0000 (0/2271),0.0000 (0/2271),0.0000 (0/2271),0.8701 (1976/2271)
