segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9638 (10276/10662),0.0027 (29/10662),0.0000 (0/10662),0.0001 (1/10662),0.0000 (0/10662),0.0000 (0/10662),0.0071 (76/10662),0.0263 (280/10662),0.0000 (0/10662),0.0000 (0/10662)
active_customer_1m,0.0000 (0/15248),0.4206 (6414/15248),0.5792 (8831/15248),0.0000 (0/15248),0.0002 (3/15248),0.0000 (0/15248),0.0000 (0/15248),0.0000 (0/15248),0.0000 (0/15248),0.0000 (0/15248)
active_customer_6m,0.0000 (0/14994),0.2240 (3359/14994),0.7283 (10920/14994),0.0000 (0/14994),0.0009 (13/14994),0.0468 (702/14994),0.0000 (0/14994),0.0000 (0/14994),0.0000 (0/14994),0.0000 (0/14994)
dead_credit_holder,0.0000 (0/416),0.0168 (7/416),0.0000 (0/416),0.8918 (371/416),0.0000 (0/416),0.0000 (0/416),0.0000 (0/416),0.0000 (0/416),0.0000 (0/416),0.0913 (38/416)
dead_customer,0.0000 (0/107),0.1402 (15/107),0.1028 (11/107),0.0000 (0/107),0.7103 (76/107),0.0467 (5/107),0.0000 (0/107),0.0000 (0/107),0.0000 (0/107),0.0000 (0/107)
dormant_customer,0.0000 (0/5994),0.0799 (479/5994),0.0000 (0/5994),0.0000 (0/5994),0.0007 (4/5994),0.9194 (5511/5994),0.0000 (0/5994),0.0000 (0/5994),0.0000 (0/5994),0.0000 (0/5994)
fresh_credit_holder,0.0000 (0/4821),0.0604 (291/4821),0.0000 (0/4821),0.0000 (0/4821),0.0000 (0/4821),0.0000 (0/4821),0.0000 (0/4821),0.0000 (0/4821),0.0000 (0/4821),0.9396 (4530/4821)
rejected,0.0000 (0/40212),0.0040 (160/40212),0.0000 (0/40212),0.0000 (0/40212),0.0000 (0/40212),0.0000 (0/40212),0.0066 (264/40212),0.9895 (39788/40212),0.0000 (0/40212),0.0000 (0/40212)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/71401),0.0442 (3154/71401),0.0000 (0/71401),0.0003 (21/71401),0.0000 (0/71401),0.0000 (0/71401),0.0000 (0/71401),0.0000 (0/71401),0.0000 (0/71401),0.9555 (68226/71401)
