segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9633 (8944/9285),0.0056 (52/9285),0.0001 (1/9285),0.0001 (1/9285),0.0000 (0/9285),0.0000 (0/9285),0.0132 (123/9285),0.0169 (157/9285),0.0000 (0/9285),0.0008 (7/9285)
active_customer_1m,0.0000 (0/8528),0.6312 (5383/8528),0.3686 (3143/8528),0.0000 (0/8528),0.0002 (2/8528),0.0000 (0/8528),0.0000 (0/8528),0.0000 (0/8528),0.0000 (0/8528),0.0000 (0/8528)
active_customer_6m,0.0000 (0/30372),0.2213 (6721/30372),0.5994 (18204/30372),0.0000 (0/30372),0.0008 (25/30372),0.1785 (5422/30372),0.0000 (0/30372),0.0000 (0/30372),0.0000 (0/30372),0.0000 (0/30372)
dead_credit_holder,0.0000 (0/584),0.0034 (2/584),0.0000 (0/584),0.9812 (573/584),0.0000 (0/584),0.0000 (0/584),0.0000 (0/584),0.0000 (0/584),0.0000 (0/584),0.0154 (9/584)
dead_customer,0.0000 (0/86),0.0465 (4/86),0.0000 (0/86),0.0000 (0/86),0.9186 (79/86),0.0349 (3/86),0.0000 (0/86),0.0000 (0/86),0.0000 (0/86),0.0000 (0/86)
dormant_customer,0.0000 (0/7480),0.0775 (580/7480),0.0028 (21/7480),0.0000 (0/7480),0.0009 (7/7480),0.9187 (6872/7480),0.0000 (0/7480),0.0000 (0/7480),0.0000 (0/7480),0.0000 (0/7480)
fresh_credit_holder,0.0000 (0/48),0.3333 (16/48),0.0417 (2/48),0.0000 (0/48),0.0000 (0/48),0.0000 (0/48),0.0000 (0/48),0.0000 (0/48),0.0000 (0/48),0.6250 (30/48)
rejected,0.0000 (0/52161),0.0141 (738/52161),0.0002 (8/52161),0.0000 (1/52161),0.0000 (0/52161),0.0000 (0/52161),0.0219 (1143/52161),0.9633 (50249/52161),0.0000 (0/52161),0.0004 (22/52161)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/85400),0.0167 (1426/85400),0.0005 (46/85400),0.0005 (45/85400),0.0000 (0/85400),0.0000 (0/85400),0.0000 (0/85400),0.0000 (0/85400),0.0000 (0/85400),0.9822 (83883/85400)
