segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9388 (7864/8377),0.0117 (98/8377),0.0001 (1/8377),0.0000 (0/8377),0.0000 (0/8377),0.0000 (0/8377),0.0253 (212/8377),0.0230 (193/8377),0.0000 (0/8377),0.0011 (9/8377)
active_customer_1m,0.0000 (0/1564),0.5454 (853/1564),0.4540 (710/1564),0.0000 (0/1564),0.0006 (1/1564),0.0000 (0/1564),0.0000 (0/1564),0.0000 (0/1564),0.0000 (0/1564),0.0000 (0/1564)
active_customer_6m,0.0000 (0/4874),0.2362 (1151/4874),0.7636 (3722/4874),0.0000 (0/4874),0.0002 (1/4874),0.0000 (0/4874),0.0000 (0/4874),0.0000 (0/4874),0.0000 (0/4874),0.0000 (0/4874)
dead_credit_holder,0.0000 (0/10),0.0000 (0/10),0.0000 (0/10),1.0000 (10/10),0.0000 (0/10),0.0000 (0/10),0.0000 (0/10),0.0000 (0/10),0.0000 (0/10),0.0000 (0/10)
dead_customer,0.0000 (0/3),0.0000 (0/3),0.0000 (0/3),0.0000 (0/3),1.0000 (3/3),0.0000 (0/3),0.0000 (0/3),0.0000 (0/3),0.0000 (0/3),0.0000 (0/3)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/78),0.3462 (27/78),0.0256 (2/78),0.0256 (2/78),0.0000 (0/78),0.0000 (0/78),0.0000 (0/78),0.0000 (0/78),0.0000 (0/78),0.6026 (47/78)
rejected,0.0000 (0/58187),0.0194 (1128/58187),0.0002 (9/58187),0.0000 (2/58187),0.0000 (0/58187),0.0000 (0/58187),0.0349 (2030/58187),0.9444 (54950/58187),0.0000 (0/58187),0.0012 (68/58187)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/11397),0.0741 (844/11397),0.0038 (43/11397),0.0054 (62/11397),0.0000 (0/11397),0.0000 (0/11397),0.0000 (0/11397),0.0000 (0/11397),0.0000 (0/11397),0.9167 (10448/11397)
