segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9729 (16433/16891),0.0020 (33/16891),0.0000 (0/16891),0.0000 (0/16891),0.0000 (0/16891),0.0000 (0/16891),0.0018 (31/16891),0.0233 (394/16891),0.0000 (0/16891),0.0000 (0/16891)
active_customer_1m,0.0000 (0/19210),0.5064 (9727/19210),0.4932 (9475/19210),0.0000 (0/19210),0.0004 (8/19210),0.0000 (0/19210),0.0000 (0/19210),0.0000 (0/19210),0.0000 (0/19210),0.0000 (0/19210)
active_customer_6m,0.0000 (0/25420),0.1995 (5072/25420),0.7290 (18531/25420),0.0000 (0/25420),0.0010 (26/25420),0.0705 (1791/25420),0.0000 (0/25420),0.0000 (0/25420),0.0000 (0/25420),0.0000 (0/25420)
dead_credit_holder,0.0000 (0/516),0.0058 (3/516),0.0000 (0/516),0.9903 (511/516),0.0000 (0/516),0.0000 (0/516),0.0000 (0/516),0.0000 (0/516),0.0000 (0/516),0.0039 (2/516)
dead_customer,0.0000 (0/164),0.0305 (5/164),0.0183 (3/164),0.0000 (0/164),0.9451 (155/164),0.0061 (1/164),0.0000 (0/164),0.0000 (0/164),0.0000 (0/164),0.0000 (0/164)
dormant_customer,0.0000 (0/10164),0.0634 (644/10164),0.0000 (0/10164),0.0000 (0/10164),0.0010 (10/10164),0.9357 (9510/10164),0.0000 (0/10164),0.0000 (0/10164),0.0000 (0/10164),0.0000 (0/10164)
fresh_credit_holder,0.0000 (0/497),0.1610 (80/497),0.0000 (0/497),0.0000 (0/497),0.0000 (0/497),0.0000 (0/497),0.0000 (0/497),0.0000 (0/497),0.0000 (0/497),0.8390 (417/497)
rejected,0.0000 (0/62235),0.0030 (184/62235),0.0000 (0/62235),0.0000 (1/62235),0.0000 (0/62235),0.0000 (0/62235),0.0028 (175/62235),0.9942 (61875/62235),0.0000 (0/62235),0.0000 (0/62235)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/75085),0.0384 (2883/75085),0.0000 (0/75085),0.0008 (59/75085),0.0000 (1/75085),0.0000 (0/75085),0.0000 (0/75085),0.0000 (0/75085),0.0000 (0/75085),0.9608 (72142/75085)
