segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9217 (12418/13473),0.0081 (109/13473),0.0000 (0/13473),0.0001 (1/13473),0.0000 (0/13473),0.0000 (0/13473),0.0282 (380/13473),0.0387 (522/13473),0.0000 (0/13473),0.0032 (43/13473)
active_customer_1m,0.0000 (0/15372),0.2052 (3154/15372),0.7943 (12210/15372),0.0000 (0/15372),0.0005 (8/15372),0.0000 (0/15372),0.0000 (0/15372),0.0000 (0/15372),0.0000 (0/15372),0.0000 (0/15372)
active_customer_6m,0.0000 (0/15),0.0667 (1/15),0.9333 (14/15),0.0000 (0/15),0.0000 (0/15),0.0000 (0/15),0.0000 (0/15),0.0000 (0/15),0.0000 (0/15),0.0000 (0/15)
dead_credit_holder,0.0000 (0/127),0.0236 (3/127),0.0000 (0/127),0.9606 (122/127),0.0000 (0/127),0.0000 (0/127),0.0000 (0/127),0.0000 (0/127),0.0000 (0/127),0.0157 (2/127)
dead_customer,0.0000 (0/9),0.2222 (2/9),0.2222 (2/9),0.0000 (0/9),0.5556 (5/9),0.0000 (0/9),0.0000 (0/9),0.0000 (0/9),0.0000 (0/9),0.0000 (0/9)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/56161),0.1044 (5864/56161),0.0000 (0/56161),0.0008 (44/56161),0.0000 (0/56161),0.0000 (0/56161),0.0000 (0/56161),0.0000 (0/56161),0.0000 (0/56161),0.8948 (50253/56161)
rejected,0.0000 (0/55224),0.0045 (251/55224),0.0000 (0/55224),0.0000 (1/55224),0.0000 (0/55224),0.0000 (0/55224),0.0075 (415/55224),0.9876 (54539/55224),0.0000 (0/55224),0.0003 (18/55224)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/2187),0.0530 (116/2187),0.0000 (0/2187),0.0000 (0/2187),0.0000 (0/2187),0.0000 (0/2187),0.0000 (0/2187),0.0000 (0/2187),0.0000 (0/2187),0.9470 (2071/2187)
