segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9674 (14489/14977),0.0027 (40/14977),0.0000 (0/14977),0.0000 (0/14977),0.0000 (0/14977),0.0000 (0/14977),0.0063 (95/14977),0.0236 (353/14977),0.0000 (0/14977),0.0000 (0/14977)
active_customer_1m,0.0000 (0/40553),0.4296 (17420/40553),0.5698 (23107/40553),0.0000 (0/40553),0.0006 (26/40553),0.0000 (0/40553),0.0000 (0/40553),0.0000 (0/40553),0.0000 (0/40553),0.0000 (0/40553)
active_customer_6m,0.0000 (0/37475),0.2028 (7600/37475),0.7623 (28568/37475),0.0000 (0/37475),0.0010 (37/37475),0.0339 (1270/37475),0.0000 (0/37475),0.0000 (0/37475),0.0000 (0/37475),0.0000 (0/37475)
dead_credit_holder,0.0000 (0/3613),0.0479 (173/3613),0.0000 (0/3613),0.5563 (2010/3613),0.0000 (0/3613),0.0000 (0/3613),0.0000 (0/3613),0.0000 (0/3613),0.0000 (0/3613),0.3958 (1430/3613)
dead_customer,0.0000 (0/395),0.0911 (36/395),0.0658 (26/395),0.0000 (0/395),0.7291 (288/395),0.1139 (45/395),0.0000 (0/395),0.0000 (0/395),0.0000 (0/395),0.0000 (0/395)
dormant_customer,0.0000 (0/13384),0.0809 (1083/13384),0.0000 (0/13384),0.0000 (0/13384),0.0012 (16/13384),0.9179 (12285/13384),0.0000 (0/13384),0.0000 (0/13384),0.0000 (0/13384),0.0000 (0/13384)
fresh_credit_holder,0.0000 (0/7614),0.0659 (502/7614),0.0000 (0/7614),0.0007 (5/7614),0.0000 (0/7614),0.0000 (0/7614),0.0000 (0/7614),0.0000 (0/7614),0.0000 (0/7614),0.9334 (7107/7614)
rejected,0.0000 (0/63917),0.0043 (278/63917),0.0000 (0/63917),0.0000 (0/63917),0.0000 (0/63917),0.0000 (0/63917),0.0072 (459/63917),0.9885 (63180/63917),0.0000 (0/63917),0.0000 (0/63917)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/248118),0.0405 (10039/248118),0.0000 (0/248118),0.0006 (147/248118),0.0000 (0/248118),0.0000 (0/248118),0.0000 (0/248118),0.0000 (0/248118),0.0000 (0/248118),0.9589 (237932/248118)
