segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9471 (25649/27083),0.0047 (128/27083),0.0000 (0/27083),0.0001 (2/27083),0.0000 (0/27083),0.0000 (0/27083),0.0088 (237/27083),0.0394 (1067/27083),0.0000 (0/27083),0.0000 (0/27083)
active_customer_1m,0.0000 (0/106706),0.4365 (46575/106706),0.5632 (60095/106706),0.0000 (0/106706),0.0003 (36/106706),0.0000 (0/106706),0.0000 (0/106706),0.0000 (0/106706),0.0000 (0/106706),0.0000 (0/106706)
active_customer_6m,0.0000 (0/53274),0.1702 (9068/53274),0.8294 (44185/53274),0.0000 (0/53274),0.0004 (21/53274),0.0000 (0/53274),0.0000 (0/53274),0.0000 (0/53274),0.0000 (0/53274),0.0000 (0/53274)
dead_credit_holder,0.0000 (0/2637),0.0064 (17/2637),0.0000 (0/2637),0.9621 (2537/2637),0.0000 (0/2637),0.0000 (0/2637),0.0000 (0/2637),0.0000 (0/2637),0.0000 (0/2637),0.0315 (83/2637)
dead_customer,0.0000 (0/40),0.0500 (2/40),0.0750 (3/40),0.0000 (0/40),0.8750 (35/40),0.0000 (0/40),0.0000 (0/40),0.0000 (0/40),0.0000 (0/40),0.0000 (0/40)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/9610),0.1169 (1123/9610),0.0000 (0/9610),0.0003 (3/9610),0.0001 (1/9610),0.0000 (0/9610),0.0000 (0/9610),0.0000 (0/9610),0.0000 (0/9610),0.8827 (8483/9610)
rejected,0.0000 (0/152924),0.0074 (1125/152924),0.0000 (0/152924),0.0000 (1/152924),0.0000 (0/152924),0.0000 (0/152924),0.0057 (878/152924),0.9869 (150920/152924),0.0000 (0/152924),0.0000 (0/152924)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/1117799),0.0337 (37642/1117799),0.0000 (0/1117799),0.0002 (201/1117799),0.0000 (6/1117799),0.0000 (0/1117799),0.0000 (0/1117799),0.0000 (0/1117799),0.0000 (0/1117799),0.9661 (1079950/1117799)
