segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9757 (210562/215797),0.0026 (565/215797),0.0000 (1/215797),0.0000 (8/215797),0.0000 (0/215797),0.0000 (0/215797),0.0093 (2016/215797),0.0118 (2550/215797),0.0000 (0/215797),0.0004 (95/215797)
active_customer_1m,0.0000 (0/374333),0.5949 (222706/374333),0.4048 (151516/374333),0.0000 (0/374333),0.0003 (111/374333),0.0000 (0/374333),0.0000 (0/374333),0.0000 (0/374333),0.0000 (0/374333),0.0000 (0/374333)
active_customer_6m,0.0000 (0/411951),0.2658 (109510/411951),0.6042 (248885/411951),0.0000 (0/411951),0.0007 (297/411951),0.1293 (53259/411951),0.0000 (0/411951),0.0000 (0/411951),0.0000 (0/411951),0.0000 (0/411951)
dead_credit_holder,0.0000 (0/286978),0.0015 (429/286978),0.0000 (0/286978),0.9922 (284745/286978),0.0000 (1/286978),0.0000 (0/286978),0.0000 (0/286978),0.0000 (0/286978),0.0000 (0/286978),0.0063 (1803/286978)
dead_customer,0.0000 (0/43902),0.0062 (272/43902),0.0013 (56/43902),0.0000 (0/43902),0.9796 (43008/43902),0.0048 (209/43902),0.0000 (0/43902),0.0000 (0/43902),0.0081 (357/43902),0.0000 (0/43902)
dormant_customer,0.0000 (0/222182),0.0917 (20374/222182),0.0008 (175/222182),0.0000 (0/222182),0.0006 (144/222182),0.8316 (184762/222182),0.0000 (0/222182),0.0000 (0/222182),0.0753 (16727/222182),0.0000 (0/222182)
fresh_credit_holder,0.0000 (0/4349),0.1568 (682/4349),0.0032 (14/4349),0.0014 (6/4349),0.0002 (1/4349),0.0000 (0/4349),0.0000 (0/4349),0.0000 (0/4349),0.0000 (0/4349),0.8384 (3646/4349)
rejected,0.0000 (0/279651),0.0030 (832/279651),0.0000 (1/279651),0.0000 (8/279651),0.0000 (2/279651),0.0000 (0/279651),0.0077 (2158/279651),0.9889 (276557/279651),0.0000 (0/279651),0.0003 (93/279651)
soft_churn_customer,0.0000 (0/164885),0.0343 (5661/164885),0.0003 (47/164885),0.0000 (0/164885),0.0020 (337/164885),0.0000 (0/164885),0.0000 (0/164885),0.0000 (0/164885),0.9633 (158840/164885),0.0000 (0/164885)
unactivated_credit_holder,0.0000 (0/1538078),0.0223 (34285/1538078),0.0002 (250/1538078),0.0004 (658/1538078),0.0000 (5/1538078),0.0000 (0/1538078),0.0000 (0/1538078),0.0000 (0/1538078),0.0000 (0/1538078),0.9771 (1502880/1538078)
