segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9981 (16235/16266),0.0000 (0/16266),0.0000 (0/16266),0.0000 (0/16266),0.0000 (0/16266),0.0000 (0/16266),0.0004 (6/16266),0.0015 (25/16266),0.0000 (0/16266),0.0000 (0/16266)
active_customer_1m,0.0000 (0/13882),0.5038 (6994/13882),0.4961 (6887/13882),0.0000 (0/13882),0.0001 (1/13882),0.0000 (0/13882),0.0000 (0/13882),0.0000 (0/13882),0.0000 (0/13882),0.0000 (0/13882)
active_customer_6m,0.0000 (0/32201),0.1510 (4863/32201),0.7630 (24569/32201),0.0000 (0/32201),0.0002 (6/32201),0.0858 (2763/32201),0.0000 (0/32201),0.0000 (0/32201),0.0000 (0/32201),0.0000 (0/32201)
dead_credit_holder,0.0000 (0/561),0.0000 (0/561),0.0000 (0/561),0.9982 (560/561),0.0000 (0/561),0.0000 (0/561),0.0000 (0/561),0.0000 (0/561),0.0000 (0/561),0.0018 (1/561)
dead_customer,0.0000 (0/193),0.0052 (1/193),0.0207 (4/193),0.0000 (0/193),0.9482 (183/193),0.0207 (4/193),0.0000 (0/193),0.0000 (0/193),0.0052 (1/193),0.0000 (0/193)
dormant_customer,0.0000 (0/13279),0.0236 (313/13279),0.0000 (0/13279),0.0000 (0/13279),0.0002 (3/13279),0.6478 (8602/13279),0.0000 (0/13279),0.0000 (0/13279),0.3284 (4361/13279),0.0000 (0/13279)
fresh_credit_holder,0.0000 (0/261),0.0038 (1/261),0.0000 (0/261),0.0000 (0/261),0.0000 (0/261),0.0000 (0/261),0.0000 (0/261),0.0000 (0/261),0.0000 (0/261),0.9962 (260/261)
rejected,0.0000 (0/62109),0.0001 (9/62109),0.0000 (0/62109),0.0000 (0/62109),0.0000 (0/62109),0.0000 (0/62109),0.0006 (38/62109),0.9992 (62062/62109),0.0000 (0/62109),0.0000 (0/62109)
soft_churn_customer,0.0000 (0/3),0.0000 (0/3),0.0000 (0/3),0.0000 (0/3),0.0000 (0/3),0.0000 (0/3),0.0000 (0/3),0.0000 (0/3),1.0000 (3/3),0.0000 (0/3)
unactivated_credit_holder,0.0000 (0/71427),0.0069 (490/71427),0.0000 (0/71427),0.0002 (17/71427),0.0000 (0/71427),0.0000 (0/71427),0.0000 (0/71427),0.0000 (0/71427),0.0000 (0/71427),0.9929 (70920/71427)
