segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9975 (6795/6812),0.0001 (1/6812),0.0000 (0/6812),0.0000 (0/6812),0.0000 (0/6812),0.0000 (0/6812),0.0003 (2/6812),0.0021 (14/6812),0.0000 (0/6812),0.0000 (0/6812)
active_customer_1m,0.0000 (0/9491),0.4821 (4576/9491),0.5176 (4913/9491),0.0000 (0/9491),0.0002 (2/9491),0.0000 (0/9491),0.0000 (0/9491),0.0000 (0/9491),0.0000 (0/9491),0.0000 (0/9491)
active_customer_6m,0.0000 (0/26065),0.1298 (3384/26065),0.7395 (19274/26065),0.0000 (0/26065),0.0002 (5/26065),0.1305 (3402/26065),0.0000 (0/26065),0.0000 (0/26065),0.0000 (0/26065),0.0000 (0/26065)
dead_credit_holder,0.0000 (0/315),0.0000 (0/315),0.0000 (0/315),0.9968 (314/315),0.0000 (0/315),0.0000 (0/315),0.0000 (0/315),0.0000 (0/315),0.0000 (0/315),0.0032 (1/315)
dead_customer,0.0000 (0/104),0.0000 (0/104),0.0288 (3/104),0.0000 (0/104),0.8846 (92/104),0.0865 (9/104),0.0000 (0/104),0.0000 (0/104),0.0000 (0/104),0.0000 (0/104)
dormant_customer,0.0000 (0/6059),0.0180 (109/6059),0.0000 (0/6059),0.0000 (0/6059),0.0002 (1/6059),0.9818 (5949/6059),0.0000 (0/6059),0.0000 (0/6059),0.0000 (0/6059),0.0000 (0/6059)
fresh_credit_holder,0.0000 (0/162),0.0123 (2/162),0.0000 (0/162),0.0000 (0/162),0.0000 (0/162),0.0000 (0/162),0.0000 (0/162),0.0000 (0/162),0.0000 (0/162),0.9877 (160/162)
rejected,0.0000 (0/46586),0.0001 (3/46586),0.0000 (0/46586),0.0000 (0/46586),0.0000 (0/46586),0.0000 (0/46586),0.0007 (32/46586),0.9992 (46551/46586),0.0000 (0/46586),0.0000 (0/46586)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/51131),0.0063 (324/51131),0.0000 (0/51131),0.0004 (19/51131),0.0000 (0/51131),0.0000 (0/51131),0.0000 (0/51131),0.0000 (0/51131),0.0000 (0/51131),0.9933 (50788/51131)
