segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.6442 (2097/3255),0.0559 (182/3255),0.0043 (14/3255),0.0000 (0/3255),0.0000 (0/3255),0.0000 (0/3255),0.0599 (195/3255),0.1975 (643/3255),0.0000 (0/3255),0.0381 (124/3255)
active_customer_1m,0.0000 (0/699),0.4134 (289/699),0.5866 (410/699),0.0000 (0/699),0.0000 (0/699),0.0000 (0/699),0.0000 (0/699),0.0000 (0/699),0.0000 (0/699),0.0000 (0/699)
active_customer_6m,0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
dead_credit_holder,0.0000 (0/10),0.0000 (0/10),0.0000 (0/10),0.9000 (9/10),0.0000 (0/10),0.0000 (0/10),0.0000 (0/10),0.0000 (0/10),0.0000 (0/10),0.1000 (1/10)
dead_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/3895),0.2721 (1060/3895),0.0529 (206/3895),0.0008 (3/3895),0.0000 (0/3895),0.0000 (0/3895),0.0000 (0/3895),0.0000 (0/3895),0.0000 (0/3895),0.6742 (2626/3895)
rejected,0.0000 (0/13671),0.0609 (832/13671),0.0003 (4/13671),0.0000 (0/13671),0.0000 (0/13671),0.0000 (0/13671),0.0937 (1281/13671),0.8439 (11537/13671),0.0000 (0/13671),0.0012 (17/13671)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0)
