segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.8352 (29823/35706),0.0136 (484/35706),0.0005 (19/35706),0.0003 (10/35706),0.0000 (0/35706),0.0000 (0/35706),0.0842 (3008/35706),0.0595 (2124/35706),0.0000 (0/35706),0.0067 (238/35706)
active_customer_1m,0.0000 (0/15014),0.1948 (2924/15014),0.8029 (12055/15014),0.0000 (0/15014),0.0023 (35/15014),0.0000 (0/15014),0.0000 (0/15014),0.0000 (0/15014),0.0000 (0/15014),0.0000 (0/15014)
active_customer_6m,0.0000 (0/13),0.3846 (5/13),0.6154 (8/13),0.0000 (0/13),0.0000 (0/13),0.0000 (0/13),0.0000 (0/13),0.0000 (0/13),0.0000 (0/13),0.0000 (0/13)
dead_credit_holder,0.0000 (0/294),0.0646 (19/294),0.0068 (2/294),0.7551 (222/294),0.0000 (0/294),0.0000 (0/294),0.0000 (0/294),0.0000 (0/294),0.0000 (0/294),0.1735 (51/294)
dead_customer,0.0000 (0/12),0.2500 (3/12),0.5000 (6/12),0.0000 (0/12),0.2500 (3/12),0.0000 (0/12),0.0000 (0/12),0.0000 (0/12),0.0000 (0/12),0.0000 (0/12)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/78514),0.0862 (6766/78514),0.0100 (786/78514),0.0033 (263/78514),0.0000 (2/78514),0.0000 (0/78514),0.0000 (0/78514),0.0000 (0/78514),0.0000 (0/78514),0.9004 (70697/78514)
rejected,0.0000 (0/78615),0.0057 (450/78615),0.0001 (6/78615),0.0001 (4/78615),0.0000 (0/78615),0.0000 (0/78615),0.0178 (1402/78615),0.9759 (76723/78615),0.0000 (0/78615),0.0004 (30/78615)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/2014),0.0487 (98/2014),0.0010 (2/2014),0.0025 (5/2014),0.0000 (0/2014),0.0000 (0/2014),0.0000 (0/2014),0.0000 (0/2014),0.0000 (0/2014),0.9479 (1909/2014)
