segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9662 (9489/9821),0.0018 (18/9821),0.0000 (0/9821),0.0000 (0/9821),0.0000 (0/9821),0.0000 (0/9821),0.0033 (32/9821),0.0287 (282/9821),0.0000 (0/9821),0.0000 (0/9821)
active_customer_1m,0.0000 (0/15141),0.4724 (7153/15141),0.5272 (7982/15141),0.0000 (0/15141),0.0004 (6/15141),0.0000 (0/15141),0.0000 (0/15141),0.0000 (0/15141),0.0000 (0/15141),0.0000 (0/15141)
active_customer_6m,0.0000 (0/26921),0.1602 (4314/26921),0.8386 (22577/26921),0.0000 (0/26921),0.0011 (30/26921),0.0000 (0/26921),0.0000 (0/26921),0.0000 (0/26921),0.0000 (0/26921),0.0000 (0/26921)
dead_credit_holder,0.0000 (0/511),0.0020 (1/511),0.0000 (0/511),0.9883 (505/511),0.0000 (0/511),0.0000 (0/511),0.0000 (0/511),0.0000 (0/511),0.0000 (0/511),0.0098 (5/511)
dead_customer,0.0000 (0/48),0.0417 (2/48),0.0208 (1/48),0.0000 (0/48),0.9375 (45/48),0.0000 (0/48),0.0000 (0/48),0.0000 (0/48),0.0000 (0/48),0.0000 (0/48)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/426),0.1643 (70/426),0.0000 (0/426),0.0000 (0/426),0.0000 (0/426),0.0000 (0/426),0.0000 (0/426),0.0000 (0/426),0.0000 (0/426),0.8357 (356/426)
rejected,0.0000 (0/52331),0.0033 (172/52331),0.0000 (0/52331),0.0000 (1/52331),0.0000 (0/52331),0.0000 (0/52331),0.0028 (145/52331),0.9939 (52013/52331),0.0000 (0/52331),0.0000 (0/52331)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/88745),0.0290 (2577/88745),0.0000 (0/88745),0.0009 (77/88745),0.0000 (0/88745),0.0000 (0/88745),0.0000 (0/88745),0.0000 (0/88745),0.0000 (0/88745),0.9701 (86091/88745)
