segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.8509 (174946/205602),0.0099 (2037/205602),0.0000 (0/205602),0.0002 (45/205602),0.0000 (0/205602),0.0000 (0/205602),0.1243 (25565/205602),0.0146 (3001/205602),0.0000 (0/205602),0.0000 (8/205602)
active_customer_1m,0.0000 (0/427324),0.5937 (253696/427324),0.4059 (173459/427324),0.0000 (0/427324),0.0004 (169/427324),0.0000 (0/427324),0.0000 (0/427324),0.0000 (0/427324),0.0000 (0/427324),0.0000 (0/427324)
active_customer_6m,0.0000 (0/401962),0.2637 (106000/401962),0.6215 (249816/401962),0.0000 (0/401962),0.0010 (409/401962),0.1138 (45737/401962),0.0000 (0/401962),0.0000 (0/401962),0.0000 (0/401962),0.0000 (0/401962)
dead_credit_holder,0.0000 (0/71254),0.0033 (238/71254),0.0000 (0/71254),0.9680 (68972/71254),0.0000 (3/71254),0.0000 (0/71254),0.0000 (0/71254),0.0000 (0/71254),0.0000 (0/71254),0.0286 (2041/71254)
dead_customer,0.0000 (0/24513),0.0119 (291/24513),0.0011 (28/24513),0.0000 (0/24513),0.9597 (23526/24513),0.0079 (193/24513),0.0000 (0/24513),0.0000 (0/24513),0.0194 (475/24513),0.0000 (0/24513)
dormant_customer,0.0000 (0/239694),0.0982 (23538/239694),0.0000 (0/239694),0.0000 (0/239694),0.0008 (185/239694),0.8140 (195118/239694),0.0000 (0/239694),0.0000 (0/239694),0.0870 (20853/239694),0.0000 (0/239694)
fresh_credit_holder,0.0000 (0/4812),0.2051 (987/4812),0.0000 (0/4812),0.0023 (11/4812),0.0002 (1/4812),0.0000 (0/4812),0.0000 (0/4812),0.0000 (0/4812),0.0000 (0/4812),0.7924 (3813/4812)
rejected,0.0000 (0/277619),0.0192 (5323/277619),0.0000 (0/277619),0.0000 (11/277619),0.0000 (0/277619),0.0000 (0/277619),0.1093 (30353/277619),0.8714 (241913/277619),0.0000 (0/277619),0.0001 (19/277619)
soft_churn_customer,0.0000 (0/201745),0.0444 (8966/201745),0.0000 (0/201745),0.0000 (0/201745),0.0029 (593/201745),0.0000 (0/201745),0.0000 (0/201745),0.0000 (0/201745),0.9526 (192186/201745),0.0000 (0/201745)
unactivated_credit_holder,0.0000 (0/1687581),0.0252 (42596/1687581),0.0000 (0/1687581),0.0030 (5072/1687581),0.0000 (5/1687581),0.0000 (0/1687581),0.0000 (0/1687581),0.0000 (0/1687581),0.0000 (0/1687581),0.9718 (1639908/1687581)
