segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9684 (9591/9904),0.0064 (63/9904),0.0004 (4/9904),0.0000 (0/9904),0.0000 (0/9904),0.0000 (0/9904),0.0123 (122/9904),0.0120 (119/9904),0.0000 (0/9904),0.0005 (5/9904)
active_customer_1m,0.0000 (0/9254),0.6244 (5778/9254),0.3752 (3472/9254),0.0000 (0/9254),0.0004 (4/9254),0.0000 (0/9254),0.0000 (0/9254),0.0000 (0/9254),0.0000 (0/9254),0.0000 (0/9254)
active_customer_6m,0.0000 (0/24346),0.2638 (6423/24346),0.6419 (15627/24346),0.0000 (0/24346),0.0006 (14/24346),0.0937 (2282/24346),0.0000 (0/24346),0.0000 (0/24346),0.0000 (0/24346),0.0000 (0/24346)
dead_credit_holder,0.0000 (0/428),0.0117 (5/428),0.0000 (0/428),0.9790 (419/428),0.0000 (0/428),0.0000 (0/428),0.0000 (0/428),0.0000 (0/428),0.0000 (0/428),0.0093 (4/428)
dead_customer,0.0000 (0/112),0.0000 (0/112),0.0089 (1/112),0.0000 (0/112),0.9911 (111/112),0.0000 (0/112),0.0000 (0/112),0.0000 (0/112),0.0000 (0/112),0.0000 (0/112)
dormant_customer,0.0000 (0/10850),0.0700 (759/10850),0.0028 (30/10850),0.0000 (0/10850),0.0012 (13/10850),0.9256 (10043/10850),0.0000 (0/10850),0.0000 (0/10850),0.0005 (5/10850),0.0000 (0/10850)
fresh_credit_holder,0.0000 (0/34),0.3235 (11/34),0.0294 (1/34),0.0000 (0/34),0.0000 (0/34),0.0000 (0/34),0.0000 (0/34),0.0000 (0/34),0.0000 (0/34),0.6471 (22/34)
rejected,0.0000 (0/39955),0.0096 (383/39955),0.0000 (0/39955),0.0001 (2/39955),0.0000 (0/39955),0.0000 (0/39955),0.0166 (665/39955),0.9734 (38891/39955),0.0000 (0/39955),0.0004 (14/39955)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/68972),0.0276 (1903/68972),0.0009 (61/68972),0.0004 (31/68972),0.0000 (0/68972),0.0000 (0/68972),0.0000 (0/68972),0.0000 (0/68972),0.0000 (0/68972),0.9711 (66977/68972)
