segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9816 (9314/9489),0.0006 (6/9489),0.0001 (1/9489),0.0000 (0/9489),0.0000 (0/9489),0.0000 (0/9489),0.0089 (84/9489),0.0089 (84/9489),0.0000 (0/9489),0.0000 (0/9489)
active_customer_1m,0.0000 (0/14307),0.3923 (5612/14307),0.6075 (8692/14307),0.0000 (0/14307),0.0002 (3/14307),0.0000 (0/14307),0.0000 (0/14307),0.0000 (0/14307),0.0000 (0/14307),0.0000 (0/14307)
active_customer_6m,0.0000 (0/30560),0.1062 (3246/30560),0.8934 (27302/30560),0.0000 (0/30560),0.0004 (12/30560),0.0000 (0/30560),0.0000 (0/30560),0.0000 (0/30560),0.0000 (0/30560),0.0000 (0/30560)
dead_credit_holder,0.0000 (0/583),0.0017 (1/583),0.0017 (1/583),0.9760 (569/583),0.0000 (0/583),0.0000 (0/583),0.0000 (0/583),0.0000 (0/583),0.0000 (0/583),0.0206 (12/583)
dead_customer,0.0000 (0/81),0.0123 (1/81),0.0494 (4/81),0.0000 (0/81),0.9383 (76/81),0.0000 (0/81),0.0000 (0/81),0.0000 (0/81),0.0000 (0/81),0.0000 (0/81)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/177),0.1695 (30/177),0.0113 (2/177),0.0000 (0/177),0.0000 (0/177),0.0000 (0/177),0.0339 (6/177),0.0000 (0/177),0.0000 (0/177),0.7853 (139/177)
rejected,0.0000 (0/52295),0.0011 (60/52295),0.0001 (5/52295),0.0000 (0/52295),0.0000 (0/52295),0.0000 (0/52295),0.0025 (129/52295),0.9963 (52101/52295),0.0000 (0/52295),0.0000 (0/52295)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/86452),0.0115 (995/86452),0.0013 (114/86452),0.0001 (8/86452),0.0000 (0/86452),0.0000 (0/86452),0.0000 (0/86452),0.0000 (0/86452),0.0000 (0/86452),0.9871 (85335/86452)
