segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9911 (1446/1459),0.0007 (1/1459),0.0000 (0/1459),0.0000 (0/1459),0.0000 (0/1459),0.0000 (0/1459),0.0062 (9/1459),0.0021 (3/1459),0.0000 (0/1459),0.0000 (0/1459)
active_customer_1m,0.0000 (0/2068),0.3946 (816/2068),0.6049 (1251/2068),0.0000 (0/2068),0.0005 (1/2068),0.0000 (0/2068),0.0000 (0/2068),0.0000 (0/2068),0.0000 (0/2068),0.0000 (0/2068)
active_customer_6m,0.0000 (0/3392),0.1406 (477/3392),0.7571 (2568/3392),0.0000 (0/3392),0.0000 (0/3392),0.1023 (347/3392),0.0000 (0/3392),0.0000 (0/3392),0.0000 (0/3392),0.0000 (0/3392)
dead_credit_holder,0.0000 (0/50),0.0200 (1/50),0.0000 (0/50),0.9600 (48/50),0.0000 (0/50),0.0000 (0/50),0.0000 (0/50),0.0000 (0/50),0.0000 (0/50),0.0200 (1/50)
dead_customer,0.0000 (0/23),0.0000 (0/23),0.0435 (1/23),0.0000 (0/23),0.9130 (21/23),0.0435 (1/23),0.0000 (0/23),0.0000 (0/23),0.0000 (0/23),0.0000 (0/23)
dormant_customer,0.0000 (0/1052),0.0428 (45/1052),0.0000 (0/1052),0.0000 (0/1052),0.0010 (1/1052),0.9563 (1006/1052),0.0000 (0/1052),0.0000 (0/1052),0.0000 (0/1052),0.0000 (0/1052)
fresh_credit_holder,0.0000 (0/26),0.0769 (2/26),0.0769 (2/26),0.0000 (0/26),0.0000 (0/26),0.0000 (0/26),0.0000 (0/26),0.0000 (0/26),0.0000 (0/26),0.8462 (22/26)
rejected,0.0000 (0/6923),0.0014 (10/6923),0.0000 (0/6923),0.0000 (0/6923),0.0000 (0/6923),0.0000 (0/6923),0.0027 (19/6923),0.9958 (6894/6923),0.0000 (0/6923),0.0000 (0/6923)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/7962),0.0187 (149/7962),0.0019 (15/7962),0.0000 (0/7962),0.0000 (0/7962),0.0000 (0/7962),0.0000 (0/7962),0.0000 (0/7962),0.0000 (0/7962),0.9794 (7798/7962)
