segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9657 (16891/17491),0.0025 (43/17491),0.0000 (0/17491),0.0000 (0/17491),0.0000 (0/17491),0.0000 (0/17491),0.0061 (106/17491),0.0258 (451/17491),0.0000 (0/17491),0.0000 (0/17491)
active_customer_1m,0.0000 (0/21197),0.4594 (9738/21197),0.5401 (11448/21197),0.0000 (0/21197),0.0005 (11/21197),0.0000 (0/21197),0.0000 (0/21197),0.0000 (0/21197),0.0000 (0/21197),0.0000 (0/21197)
active_customer_6m,0.0000 (0/19153),0.2336 (4475/19153),0.7291 (13964/19153),0.0000 (0/19153),0.0011 (22/19153),0.0361 (692/19153),0.0000 (0/19153),0.0000 (0/19153),0.0000 (0/19153),0.0000 (0/19153)
dead_credit_holder,0.0000 (0/539),0.0111 (6/539),0.0000 (0/539),0.8850 (477/539),0.0000 (0/539),0.0000 (0/539),0.0000 (0/539),0.0000 (0/539),0.0000 (0/539),0.1039 (56/539)
dead_customer,0.0000 (0/161),0.0870 (14/161),0.0497 (8/161),0.0000 (0/161),0.7950 (128/161),0.0683 (11/161),0.0000 (0/161),0.0000 (0/161),0.0000 (0/161),0.0000 (0/161)
dormant_customer,0.0000 (0/10285),0.0798 (821/10285),0.0000 (0/10285),0.0000 (0/10285),0.0003 (3/10285),0.9199 (9461/10285),0.0000 (0/10285),0.0000 (0/10285),0.0000 (0/10285),0.0000 (0/10285)
fresh_credit_holder,0.0000 (0/5904),0.0733 (433/5904),0.0000 (0/5904),0.0002 (1/5904),0.0000 (0/5904),0.0000 (0/5904),0.0000 (0/5904),0.0000 (0/5904),0.0000 (0/5904),0.9265 (5470/5904)
rejected,0.0000 (0/62451),0.0044 (275/62451),0.0000 (0/62451),0.0000 (1/62451),0.0000 (0/62451),0.0000 (0/62451),0.0063 (391/62451),0.9893 (61784/62451),0.0000 (0/62451),0.0000 (0/62451)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/73001),0.0466 (3405/73001),0.0000 (0/73001),0.0005 (37/73001),0.0000 (0/73001),0.0000 (0/73001),0.0000 (0/73001),0.0000 (0/73001),0.0000 (0/73001),0.9528 (69559/73001)
