segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9435 (28138/29823),0.0049 (145/29823),0.0000 (1/29823),0.0001 (2/29823),0.0000 (0/29823),0.0000 (0/29823),0.0362 (1081/29823),0.0147 (439/29823),0.0000 (0/29823),0.0006 (17/29823)
active_customer_1m,0.0000 (0/10749),0.2517 (2705/10749),0.7477 (8037/10749),0.0000 (0/10749),0.0007 (7/10749),0.0000 (0/10749),0.0000 (0/10749),0.0000 (0/10749),0.0000 (0/10749),0.0000 (0/10749)
active_customer_6m,0.0000 (0/12884),0.1295 (1668/12884),0.8701 (11210/12884),0.0000 (0/12884),0.0005 (6/12884),0.0000 (0/12884),0.0000 (0/12884),0.0000 (0/12884),0.0000 (0/12884),0.0000 (0/12884)
dead_credit_holder,0.0000 (0/504),0.0218 (11/504),0.0000 (0/504),0.8234 (415/504),0.0000 (0/504),0.0000 (0/504),0.0000 (0/504),0.0000 (0/504),0.0000 (0/504),0.1548 (78/504)
dead_customer,0.0000 (0/40),0.0500 (2/40),0.1000 (4/40),0.0000 (0/40),0.8500 (34/40),0.0000 (0/40),0.0000 (0/40),0.0000 (0/40),0.0000 (0/40),0.0000 (0/40)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/4410),0.0787 (347/4410),0.0000 (0/4410),0.0016 (7/4410),0.0000 (0/4410),0.0000 (0/4410),0.0000 (0/4410),0.0000 (0/4410),0.0000 (0/4410),0.9197 (4056/4410)
rejected,0.0000 (0/78847),0.0041 (322/78847),0.0000 (0/78847),0.0001 (5/78847),0.0000 (0/78847),0.0000 (0/78847),0.0141 (1113/78847),0.9813 (77374/78847),0.0000 (0/78847),0.0004 (33/78847)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/72925),0.0381 (2779/72925),0.0000 (0/72925),0.0008 (61/72925),0.0000 (0/72925),0.0000 (0/72925),0.0000 (0/72925),0.0000 (0/72925),0.0000 (0/72925),0.9611 (70085/72925)
