segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9958 (28403/28522),0.0004 (12/28522),0.0000 (0/28522),0.0000 (0/28522),0.0000 (0/28522),0.0000 (0/28522),0.0023 (66/28522),0.0014 (41/28522),0.0000 (0/28522),0.0000 (0/28522)
active_customer_1m,0.0000 (0/15915),0.1826 (2906/15915),0.8170 (13003/15915),0.0000 (0/15915),0.0004 (6/15915),0.0000 (0/15915),0.0000 (0/15915),0.0000 (0/15915),0.0000 (0/15915),0.0000 (0/15915)
active_customer_6m,0.0000 (0/19354),0.0941 (1821/19354),0.9054 (17523/19354),0.0000 (0/19354),0.0005 (10/19354),0.0000 (0/19354),0.0000 (0/19354),0.0000 (0/19354),0.0000 (0/19354),0.0000 (0/19354)
dead_credit_holder,0.0000 (0/2691),0.0007 (2/2691),0.0000 (0/2691),0.9989 (2688/2691),0.0000 (0/2691),0.0000 (0/2691),0.0000 (0/2691),0.0000 (0/2691),0.0000 (0/2691),0.0004 (1/2691)
dead_customer,0.0000 (0/65),0.0000 (0/65),0.0000 (0/65),0.0000 (0/65),1.0000 (65/65),0.0000 (0/65),0.0000 (0/65),0.0000 (0/65),0.0000 (0/65),0.0000 (0/65)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/1927),0.0285 (55/1927),0.0000 (0/1927),0.0016 (3/1927),0.0000 (0/1927),0.0000 (0/1927),0.0000 (0/1927),0.0000 (0/1927),0.0000 (0/1927),0.9699 (1869/1927)
rejected,0.0000 (0/83879),0.0002 (18/83879),0.0000 (0/83879),0.0000 (1/83879),0.0000 (0/83879),0.0000 (0/83879),0.0018 (149/83879),0.9980 (83709/83879),0.0000 (0/83879),0.0000 (2/83879)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/277693),0.0090 (2496/277693),0.0000 (12/277693),0.0140 (3888/277693),0.0000 (2/277693),0.0000 (0/277693),0.0000 (0/277693),0.0000 (0/277693),0.0000 (0/277693),0.9770 (271295/277693)
