segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9898 (16266/16433),0.0003 (5/16433),0.0000 (0/16433),0.0000 (0/16433),0.0000 (0/16433),0.0000 (0/16433),0.0030 (49/16433),0.0069 (113/16433),0.0000 (0/16433),0.0000 (0/16433)
active_customer_1m,0.0000 (0/18631),0.4328 (8063/18631),0.5672 (10567/18631),0.0000 (0/18631),0.0001 (1/18631),0.0000 (0/18631),0.0000 (0/18631),0.0000 (0/18631),0.0000 (0/18631),0.0000 (0/18631)
active_customer_6m,0.0000 (0/28009),0.1471 (4121/28009),0.7667 (21474/28009),0.0000 (0/28009),0.0001 (4/28009),0.0860 (2410/28009),0.0000 (0/28009),0.0000 (0/28009),0.0000 (0/28009),0.0000 (0/28009)
dead_credit_holder,0.0000 (0/571),0.0035 (2/571),0.0000 (0/571),0.9702 (554/571),0.0000 (0/571),0.0000 (0/571),0.0000 (0/571),0.0000 (0/571),0.0000 (0/571),0.0263 (15/571)
dead_customer,0.0000 (0/200),0.0150 (3/200),0.0150 (3/200),0.0000 (0/200),0.9300 (186/200),0.0400 (8/200),0.0000 (0/200),0.0000 (0/200),0.0000 (0/200),0.0000 (0/200)
dormant_customer,0.0000 (0/11302),0.0354 (400/11302),0.0032 (36/11302),0.0000 (0/11302),0.0002 (2/11302),0.9610 (10861/11302),0.0000 (0/11302),0.0000 (0/11302),0.0003 (3/11302),0.0000 (0/11302)
fresh_credit_holder,0.0000 (0/206),0.1359 (28/206),0.0388 (8/206),0.0000 (0/206),0.0000 (0/206),0.0000 (0/206),0.0146 (3/206),0.0000 (0/206),0.0000 (0/206),0.8107 (167/206)
rejected,0.0000 (0/62269),0.0010 (63/62269),0.0000 (1/62269),0.0000 (0/62269),0.0000 (0/62269),0.0000 (0/62269),0.0034 (209/62269),0.9956 (61996/62269),0.0000 (0/62269),0.0000 (0/62269)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/72561),0.0165 (1197/72561),0.0015 (112/72561),0.0001 (7/72561),0.0000 (0/72561),0.0000 (0/72561),0.0000 (0/72561),0.0000 (0/72561),0.0000 (0/72561),0.9819 (71245/72561)
