segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9764 (205602/210562),0.0027 (568/210562),0.0000 (0/210562),0.0001 (11/210562),0.0000 (2/210562),0.0000 (0/210562),0.0096 (2016/210562),0.0112 (2360/210562),0.0000 (0/210562),0.0000 (3/210562)
active_customer_1m,0.0000 (0/395316),0.5982 (236489/395316),0.4014 (158680/395316),0.0000 (0/395316),0.0004 (147/395316),0.0000 (0/395316),0.0000 (0/395316),0.0000 (0/395316),0.0000 (0/395316),0.0000 (0/395316)
active_customer_6m,0.0000 (0/400945),0.2941 (117929/400945),0.6055 (242759/400945),0.0000 (0/400945),0.0006 (227/400945),0.0998 (40030/400945),0.0000 (0/400945),0.0000 (0/400945),0.0000 (0/400945),0.0000 (0/400945)
dead_credit_holder,0.0000 (0/285425),0.0019 (540/285425),0.0000 (1/285425),0.2476 (70683/285425),0.0000 (1/285425),0.0000 (0/285425),0.0000 (0/285425),0.0000 (0/285425),0.0000 (0/285425),0.7505 (214200/285425)
dead_customer,0.0000 (0/43906),0.0089 (391/43906),0.0037 (162/43906),0.0000 (0/43906),0.5410 (23752/43906),0.0634 (2782/43906),0.0000 (0/43906),0.0000 (0/43906),0.3831 (16819/43906),0.0000 (0/43906)
dormant_customer,0.0000 (0/238230),0.1056 (25162/238230),0.0006 (136/238230),0.0000 (0/238230),0.0005 (124/238230),0.8264 (196882/238230),0.0000 (0/238230),0.0000 (0/238230),0.0669 (15926/238230),0.0000 (0/238230)
fresh_credit_holder,0.0000 (0/4174),0.1761 (735/4174),0.0024 (10/4174),0.0007 (3/4174),0.0000 (0/4174),0.0000 (0/4174),0.0000 (0/4174),0.0000 (0/4174),0.0000 (0/4174),0.8208 (3426/4174)
rejected,0.0000 (0/279107),0.0036 (1017/279107),0.0000 (1/279107),0.0000 (12/279107),0.0000 (1/279107),0.0000 (0/279107),0.0100 (2796/279107),0.9862 (275259/279107),0.0000 (0/279107),0.0001 (21/279107)
soft_churn_customer,0.0000 (0/175924),0.0377 (6638/175924),0.0002 (34/175924),0.0000 (0/175924),0.0014 (252/175924),0.0000 (0/175924),0.0000 (0/175924),0.0000 (0/175924),0.9606 (169000/175924),0.0000 (0/175924)
unactivated_credit_holder,0.0000 (0/1508517),0.0251 (37855/1508517),0.0001 (179/1508517),0.0004 (545/1508517),0.0000 (7/1508517),0.0000 (0/1508517),0.0000 (0/1508517),0.0000 (0/1508517),0.0000 (0/1508517),0.9744 (1469931/1508517)
