segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9699 (15746/16235),0.0045 (73/16235),0.0001 (1/16235),0.0000 (0/16235),0.0000 (0/16235),0.0000 (0/16235),0.0118 (191/16235),0.0129 (210/16235),0.0000 (0/16235),0.0009 (14/16235)
active_customer_1m,0.0000 (0/12671),0.6463 (8189/12671),0.3534 (4478/12671),0.0000 (0/12671),0.0003 (4/12671),0.0000 (0/12671),0.0000 (0/12671),0.0000 (0/12671),0.0000 (0/12671),0.0000 (0/12671)
active_customer_6m,0.0000 (0/31460),0.2749 (8648/31460),0.6339 (19943/31460),0.0000 (0/31460),0.0007 (22/31460),0.0905 (2847/31460),0.0000 (0/31460),0.0000 (0/31460),0.0000 (0/31460),0.0000 (0/31460)
dead_credit_holder,0.0000 (0/577),0.0087 (5/577),0.0000 (0/577),0.9688 (559/577),0.0000 (0/577),0.0000 (0/577),0.0000 (0/577),0.0000 (0/577),0.0000 (0/577),0.0225 (13/577)
dead_customer,0.0000 (0/193),0.0415 (8/193),0.0000 (0/193),0.0000 (0/193),0.9378 (181/193),0.0104 (2/193),0.0000 (0/193),0.0000 (0/193),0.0104 (2/193),0.0000 (0/193)
dormant_customer,0.0000 (0/11369),0.0710 (807/11369),0.0017 (19/11369),0.0000 (0/11369),0.0011 (12/11369),0.7066 (8033/11369),0.0000 (0/11369),0.0000 (0/11369),0.2197 (2498/11369),0.0000 (0/11369)
fresh_credit_holder,0.0000 (0/44),0.3409 (15/44),0.1136 (5/44),0.0000 (0/44),0.0000 (0/44),0.0000 (0/44),0.0000 (0/44),0.0000 (0/44),0.0000 (0/44),0.5455 (24/44)
rejected,0.0000 (0/62087),0.0098 (609/62087),0.0001 (5/62087),0.0000 (1/62087),0.0000 (0/62087),0.0000 (0/62087),0.0178 (1105/62087),0.9717 (60329/62087),0.0000 (0/62087),0.0006 (38/62087)
soft_churn_customer,0.0000 (0/4365),0.0408 (178/4365),0.0025 (11/4365),0.0000 (0/4365),0.0007 (3/4365),0.0000 (0/4365),0.0000 (0/4365),0.0000 (0/4365),0.9560 (4173/4365),0.0000 (0/4365)
unactivated_credit_holder,0.0000 (0/71181),0.0294 (2092/71181),0.0009 (63/71181),0.0004 (27/71181),0.0000 (0/71181),0.0000 (0/71181),0.0000 (0/71181),0.0000 (0/71181),0.0000 (0/71181),0.9693 (68999/71181)
