segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9640 (26562/27555),0.0046 (128/27555),0.0000 (0/27555),0.0000 (1/27555),0.0001 (2/27555),0.0000 (0/27555),0.0182 (501/27555),0.0127 (351/27555),0.0000 (0/27555),0.0004 (10/27555)
active_customer_1m,0.0000 (0/15653),0.3144 (4921/15653),0.6847 (10717/15653),0.0000 (0/15653),0.0010 (15/15653),0.0000 (0/15653),0.0000 (0/15653),0.0000 (0/15653),0.0000 (0/15653),0.0000 (0/15653)
active_customer_6m,0.0000 (0/29033),0.1789 (5194/29033),0.8200 (23806/29033),0.0000 (0/29033),0.0011 (33/29033),0.0000 (0/29033),0.0000 (0/29033),0.0000 (0/29033),0.0000 (0/29033),0.0000 (0/29033)
dead_credit_holder,0.0000 (0/2707),0.0004 (1/2707),0.0000 (0/2707),0.9926 (2687/2707),0.0000 (0/2707),0.0000 (0/2707),0.0000 (0/2707),0.0000 (0/2707),0.0000 (0/2707),0.0070 (19/2707)
dead_customer,0.0000 (0/95),0.0526 (5/95),0.0632 (6/95),0.0000 (0/95),0.8842 (84/95),0.0000 (0/95),0.0000 (0/95),0.0000 (0/95),0.0000 (0/95),0.0000 (0/95)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/1103),0.1677 (185/1103),0.0000 (0/1103),0.0000 (0/1103),0.0000 (0/1103),0.0000 (0/1103),0.0000 (0/1103),0.0000 (0/1103),0.0000 (0/1103),0.8323 (918/1103)
rejected,0.0000 (0/83057),0.0031 (259/83057),0.0000 (0/83057),0.0000 (2/83057),0.0000 (0/83057),0.0000 (0/83057),0.0083 (686/83057),0.9883 (82082/83057),0.0000 (0/83057),0.0003 (28/83057)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/270843),0.0252 (6821/270843),0.0000 (0/270843),0.0004 (96/270843),0.0000 (2/270843),0.0000 (0/270843),0.0000 (0/270843),0.0000 (0/270843),0.0000 (0/270843),0.9745 (263924/270843)
