segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9752 (14129/14489),0.0018 (26/14489),0.0000 (0/14489),0.0000 (0/14489),0.0000 (0/14489),0.0000 (0/14489),0.0021 (30/14489),0.0210 (304/14489),0.0000 (0/14489),0.0000 (0/14489)
active_customer_1m,0.0000 (0/37171),0.4735 (17599/37171),0.5262 (19559/37171),0.0000 (0/37171),0.0003 (13/37171),0.0000 (0/37171),0.0000 (0/37171),0.0000 (0/37171),0.0000 (0/37171),0.0000 (0/37171)
active_customer_6m,0.0000 (0/51701),0.1693 (8752/51701),0.7619 (39393/51701),0.0000 (0/51701),0.0006 (29/51701),0.0682 (3527/51701),0.0000 (0/51701),0.0000 (0/51701),0.0000 (0/51701),0.0000 (0/51701)
dead_credit_holder,0.0000 (0/2162),0.0023 (5/2162),0.0000 (0/2162),0.9958 (2153/2162),0.0000 (0/2162),0.0000 (0/2162),0.0000 (0/2162),0.0000 (0/2162),0.0000 (0/2162),0.0019 (4/2162)
dead_customer,0.0000 (0/367),0.0191 (7/367),0.0082 (3/367),0.0000 (0/367),0.9700 (356/367),0.0027 (1/367),0.0000 (0/367),0.0000 (0/367),0.0000 (0/367),0.0000 (0/367)
dormant_customer,0.0000 (0/13600),0.0626 (851/13600),0.0000 (0/13600),0.0000 (0/13600),0.0006 (8/13600),0.9368 (12741/13600),0.0000 (0/13600),0.0000 (0/13600),0.0000 (0/13600),0.0000 (0/13600)
fresh_credit_holder,0.0000 (0/554),0.1715 (95/554),0.0000 (0/554),0.0000 (0/554),0.0000 (0/554),0.0000 (0/554),0.0000 (0/554),0.0000 (0/554),0.0000 (0/554),0.8285 (459/554)
rejected,0.0000 (0/63533),0.0033 (208/63533),0.0000 (0/63533),0.0000 (0/63533),0.0000 (0/63533),0.0000 (0/63533),0.0026 (167/63533),0.9941 (63158/63533),0.0000 (0/63533),0.0000 (0/63533)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/246469),0.0372 (9163/246469),0.0000 (0/246469),0.0004 (93/246469),0.0000 (0/246469),0.0000 (0/246469),0.0000 (0/246469),0.0000 (0/246469),0.0000 (0/246469),0.9624 (237213/246469)
