segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.8231 (2597/3155),0.0200 (63/3155),0.0006 (2/3155),0.0006 (2/3155),0.0000 (0/3155),0.0000 (0/3155),0.0475 (150/3155),0.0903 (285/3155),0.0000 (0/3155),0.0177 (56/3155)
active_customer_1m,0.0000 (0/1273),0.2498 (318/1273),0.7486 (953/1273),0.0000 (0/1273),0.0016 (2/1273),0.0000 (0/1273),0.0000 (0/1273),0.0000 (0/1273),0.0000 (0/1273),0.0000 (0/1273)
active_customer_6m,0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
dead_credit_holder,0.0000 (0/15),0.0000 (0/15),0.0000 (0/15),0.9333 (14/15),0.0000 (0/15),0.0000 (0/15),0.0000 (0/15),0.0000 (0/15),0.0000 (0/15),0.0667 (1/15)
dead_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/9764),0.1693 (1653/9764),0.0000 (0/9764),0.0014 (14/9764),0.0000 (0/9764),0.0000 (0/9764),0.0000 (0/9764),0.0000 (0/9764),0.0000 (0/9764),0.8293 (8097/9764)
rejected,0.0000 (0/8716),0.0055 (48/8716),0.0001 (1/8716),0.0001 (1/8716),0.0000 (0/8716),0.0000 (0/8716),0.0062 (54/8716),0.9875 (8607/8716),0.0000 (0/8716),0.0006 (5/8716)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/32),0.0625 (2/32),0.0000 (0/32),0.0000 (0/32),0.0000 (0/32),0.0000 (0/32),0.0000 (0/32),0.0000 (0/32),0.0000 (0/32),0.9375 (30/32)
