segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.7469 (5874/7864),0.0154 (121/7864),0.0000 (0/7864),0.0006 (5/7864),0.0000 (0/7864),0.0000 (0/7864),0.2248 (1768/7864),0.0097 (76/7864),0.0000 (0/7864),0.0025 (20/7864)
active_customer_1m,0.0000 (0/4101),0.4809 (1972/4101),0.5165 (2118/4101),0.0000 (0/4101),0.0027 (11/4101),0.0000 (0/4101),0.0000 (0/4101),0.0000 (0/4101),0.0000 (0/4101),0.0000 (0/4101)
active_customer_6m,0.0000 (0/4487),0.2411 (1082/4487),0.7524 (3376/4487),0.0000 (0/4487),0.0065 (29/4487),0.0000 (0/4487),0.0000 (0/4487),0.0000 (0/4487),0.0000 (0/4487),0.0000 (0/4487)
dead_credit_holder,0.0000 (0/76),0.0395 (3/76),0.0000 (0/76),0.8947 (68/76),0.0000 (0/76),0.0000 (0/76),0.0000 (0/76),0.0000 (0/76),0.0000 (0/76),0.0658 (5/76)
dead_customer,0.0000 (0/5),0.0000 (0/5),0.2000 (1/5),0.0000 (0/5),0.8000 (4/5),0.0000 (0/5),0.0000 (0/5),0.0000 (0/5),0.0000 (0/5),0.0000 (0/5)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/2242),0.2328 (522/2242),0.0000 (0/2242),0.0040 (9/2242),0.0000 (0/2242),0.0000 (0/2242),0.0000 (0/2242),0.0000 (0/2242),0.0000 (0/2242),0.7632 (1711/2242)
rejected,0.0000 (0/55143),0.0311 (1714/55143),0.0000 (0/55143),0.0008 (42/55143),0.0000 (2/55143),0.0000 (0/55143),0.2300 (12685/55143),0.7339 (40471/55143),0.0000 (0/55143),0.0042 (229/55143)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/10572),0.0761 (805/10572),0.0000 (0/10572),0.0121 (128/10572),0.0000 (0/10572),0.0000 (0/10572),0.0000 (0/10572),0.0000 (0/10572),0.0000 (0/10572),0.9117 (9639/10572)
