segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9567 (36170/37807),0.0033 (125/37807),0.0000 (0/37807),0.0000 (0/37807),0.0000 (0/37807),0.0000 (0/37807),0.0090 (340/37807),0.0310 (1172/37807),0.0000 (0/37807),0.0000 (0/37807)
active_customer_1m,0.0000 (0/42933),0.4565 (19599/42933),0.5432 (23321/42933),0.0000 (0/42933),0.0003 (13/42933),0.0000 (0/42933),0.0000 (0/42933),0.0000 (0/42933),0.0000 (0/42933),0.0000 (0/42933)
active_customer_6m,0.0000 (0/44386),0.1318 (5851/44386),0.8681 (38533/44386),0.0000 (0/44386),0.0000 (2/44386),0.0000 (0/44386),0.0000 (0/44386),0.0000 (0/44386),0.0000 (0/44386),0.0000 (0/44386)
dead_credit_holder,0.0000 (0/369),0.0081 (3/369),0.0000 (0/369),0.9756 (360/369),0.0000 (0/369),0.0000 (0/369),0.0000 (0/369),0.0000 (0/369),0.0000 (0/369),0.0163 (6/369)
dead_customer,0.0000 (0/37),0.0541 (2/37),0.0270 (1/37),0.0000 (0/37),0.9189 (34/37),0.0000 (0/37),0.0000 (0/37),0.0000 (0/37),0.0000 (0/37),0.0000 (0/37)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/2539),0.2107 (535/2539),0.0000 (0/2539),0.0008 (2/2539),0.0000 (0/2539),0.0000 (0/2539),0.0000 (0/2539),0.0000 (0/2539),0.0000 (0/2539),0.7885 (2002/2539)
rejected,0.0000 (0/245919),0.0039 (960/245919),0.0000 (0/245919),0.0000 (1/245919),0.0000 (0/245919),0.0000 (0/245919),0.0026 (648/245919),0.9935 (244310/245919),0.0000 (0/245919),0.0000 (0/245919)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/392364),0.0261 (10225/392364),0.0000 (0/392364),0.0006 (251/392364),0.0000 (1/392364),0.0000 (0/392364),0.0000 (0/392364),0.0000 (0/392364),0.0000 (0/392364),0.9733 (381887/392364)
