segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9691 (13500/13930),0.0049 (68/13930),0.0000 (0/13930),0.0001 (1/13930),0.0000 (0/13930),0.0000 (0/13930),0.0131 (182/13930),0.0121 (168/13930),0.0000 (0/13930),0.0008 (11/13930)
active_customer_1m,0.0000 (0/22566),0.6360 (14352/22566),0.3634 (8201/22566),0.0000 (0/22566),0.0006 (13/22566),0.0000 (0/22566),0.0000 (0/22566),0.0000 (0/22566),0.0000 (0/22566),0.0000 (0/22566)
active_customer_6m,0.0000 (0/68460),0.2252 (15420/68460),0.6766 (46323/68460),0.0000 (0/68460),0.0005 (35/68460),0.0976 (6682/68460),0.0000 (0/68460),0.0000 (0/68460),0.0000 (0/68460),0.0000 (0/68460)
dead_credit_holder,0.0000 (0/2261),0.0031 (7/2261),0.0000 (0/2261),0.9929 (2245/2261),0.0004 (1/2261),0.0000 (0/2261),0.0000 (0/2261),0.0000 (0/2261),0.0000 (0/2261),0.0035 (8/2261)
dead_customer,0.0000 (0/416),0.0192 (8/416),0.0048 (2/416),0.0000 (0/416),0.9688 (403/416),0.0072 (3/416),0.0000 (0/416),0.0000 (0/416),0.0000 (0/416),0.0000 (0/416)
dormant_customer,0.0000 (0/26415),0.0626 (1653/26415),0.0028 (74/26415),0.0000 (0/26415),0.0011 (30/26415),0.6775 (17895/26415),0.0000 (0/26415),0.0000 (0/26415),0.2560 (6763/26415),0.0000 (0/26415)
fresh_credit_holder,0.0000 (0/49),0.3469 (17/49),0.0204 (1/49),0.0000 (0/49),0.0000 (0/49),0.0000 (0/49),0.0000 (0/49),0.0000 (0/49),0.0000 (0/49),0.6327 (31/49)
rejected,0.0000 (0/63264),0.0098 (621/63264),0.0001 (7/63264),0.0000 (0/63264),0.0000 (0/63264),0.0000 (0/63264),0.0181 (1145/63264),0.9712 (61440/63264),0.0000 (0/63264),0.0008 (51/63264)
soft_churn_customer,0.0000 (0/5),0.0000 (0/5),0.0000 (0/5),0.0000 (0/5),0.0000 (0/5),0.0000 (0/5),0.0000 (0/5),0.0000 (0/5),1.0000 (5/5),0.0000 (0/5)
unactivated_credit_holder,0.0000 (0/232680),0.0249 (5803/232680),0.0007 (163/232680),0.0005 (108/232680),0.0000 (0/232680),0.0000 (0/232680),0.0000 (0/232680),0.0000 (0/232680),0.0000 (0/232680),0.9739 (226606/232680)
