segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9937 (27962/28138),0.0004 (11/28138),0.0000 (0/28138),0.0000 (0/28138),0.0000 (0/28138),0.0000 (0/28138),0.0029 (83/28138),0.0028 (80/28138),0.0000 (0/28138),0.0001 (2/28138)
active_customer_1m,0.0000 (0/7979),0.2468 (1969/7979),0.7527 (6006/7979),0.0000 (0/7979),0.0005 (4/7979),0.0000 (0/7979),0.0000 (0/7979),0.0000 (0/7979),0.0000 (0/7979),0.0000 (0/7979)
active_customer_6m,0.0000 (0/19252),0.1135 (2186/19252),0.8853 (17043/19252),0.0000 (0/19252),0.0012 (23/19252),0.0000 (0/19252),0.0000 (0/19252),0.0000 (0/19252),0.0000 (0/19252),0.0000 (0/19252)
dead_credit_holder,0.0000 (0/490),0.0000 (0/490),0.0000 (0/490),0.9918 (486/490),0.0000 (0/490),0.0000 (0/490),0.0000 (0/490),0.0000 (0/490),0.0000 (0/490),0.0082 (4/490)
dead_customer,0.0000 (0/47),0.0000 (0/47),0.0426 (2/47),0.0000 (0/47),0.9574 (45/47),0.0000 (0/47),0.0000 (0/47),0.0000 (0/47),0.0000 (0/47),0.0000 (0/47)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/2194),0.0278 (61/2194),0.0009 (2/2194),0.0018 (4/2194),0.0000 (0/2194),0.0000 (0/2194),0.0000 (0/2194),0.0000 (0/2194),0.0000 (0/2194),0.9695 (2127/2194)
rejected,0.0000 (0/77813),0.0003 (26/77813),0.0000 (0/77813),0.0000 (0/77813),0.0000 (0/77813),0.0000 (0/77813),0.0019 (148/77813),0.9977 (77636/77813),0.0000 (0/77813),0.0000 (3/77813)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/74269),0.0120 (888/74269),0.0001 (8/74269),0.2047 (15205/74269),0.0001 (4/74269),0.0000 (0/74269),0.0000 (0/74269),0.0000 (0/74269),0.0000 (0/74269),0.7832 (58164/74269)
