segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9899 (146640/148129),0.0006 (85/148129),0.0000 (1/148129),0.0000 (0/148129),0.0000 (0/148129),0.0000 (0/148129),0.0039 (584/148129),0.0055 (819/148129),0.0000 (0/148129),0.0000 (0/148129)
active_customer_1m,0.0000 (0/495856),0.5282 (261925/495856),0.4716 (233862/495856),0.0000 (0/495856),0.0001 (69/495856),0.0000 (0/495856),0.0000 (0/495856),0.0000 (0/495856),0.0000 (0/495856),0.0000 (0/495856)
active_customer_6m,0.0000 (0/553981),0.1728 (95747/553981),0.7423 (411217/553981),0.0000 (0/553981),0.0003 (141/553981),0.0846 (46876/553981),0.0000 (0/553981),0.0000 (0/553981),0.0000 (0/553981),0.0000 (0/553981)
dead_credit_holder,0.0000 (0/71563),0.0009 (62/71563),0.0000 (2/71563),0.9881 (70709/71563),0.0000 (0/71563),0.0000 (0/71563),0.0000 (0/71563),0.0000 (0/71563),0.0000 (0/71563),0.0110 (790/71563)
dead_customer,0.0000 (0/26778),0.0032 (87/26778),0.0054 (145/26778),0.0000 (0/26778),0.9771 (26164/26778),0.0034 (91/26778),0.0000 (0/26778),0.0000 (0/26778),0.0109 (291/26778),0.0000 (0/26778)
dormant_customer,0.0000 (0/168538),0.0448 (7543/168538),0.0037 (617/168538),0.0000 (0/168538),0.0002 (42/168538),0.7619 (128413/168538),0.0000 (0/168538),0.0000 (0/168538),0.1894 (31923/168538),0.0000 (0/168538)
fresh_credit_holder,0.0000 (0/845),0.1858 (157/845),0.0249 (21/845),0.0024 (2/845),0.0000 (0/845),0.0000 (0/845),0.0272 (23/845),0.0000 (0/845),0.0000 (0/845),0.7598 (642/845)
rejected,0.0000 (0/234179),0.0012 (292/234179),0.0000 (4/234179),0.0000 (0/234179),0.0000 (0/234179),0.0000 (0/234179),0.0041 (957/234179),0.9946 (232926/234179),0.0000 (0/234179),0.0000 (0/234179)
soft_churn_customer,0.0000 (0/270991),0.0218 (5921/270991),0.0014 (391/270991),0.0000 (0/270991),0.0039 (1070/270991),0.0000 (0/270991),0.0000 (0/270991),0.0000 (0/270991),0.9728 (263609/270991),0.0000 (0/270991)
unactivated_credit_holder,0.0000 (0/1571246),0.0118 (18497/1571246),0.0010 (1646/1571246),0.0001 (211/1571246),0.0000 (2/1571246),0.0000 (0/1571246),0.0000 (0/1571246),0.0000 (0/1571246),0.0000 (0/1571246),0.9870 (1550890/1571246)
