segment_t0,abandoned,active_customer_1m,active_customer_6m,dead_credit_holder,dead_customer,dormant_customer,fresh_credit_holder,rejected,soft_churn_customer,unactivated_credit_holder
abandoned,0.9685 (26133/26984),0.0032 (86/26984),0.0000 (0/26984),0.0001 (2/26984),0.0000 (0/26984),0.0000 (0/26984),0.0131 (354/26984),0.0147 (396/26984),0.0000 (0/26984),0.0005 (13/26984)
active_customer_1m,0.0000 (0/9396),0.3341 (3139/9396),0.6656 (6254/9396),0.0000 (0/9396),0.0003 (3/9396),0.0000 (0/9396),0.0000 (0/9396),0.0000 (0/9396),0.0000 (0/9396),0.0000 (0/9396)
active_customer_6m,0.0000 (0/21737),0.1748 (3799/21737),0.8112 (17633/21737),0.0000 (0/21737),0.0012 (26/21737),0.0128 (279/21737),0.0000 (0/21737),0.0000 (0/21737),0.0000 (0/21737),0.0000 (0/21737)
dead_credit_holder,0.0000 (0/419),0.0048 (2/419),0.0000 (0/419),0.9618 (403/419),0.0000 (0/419),0.0000 (0/419),0.0000 (0/419),0.0000 (0/419),0.0000 (0/419),0.0334 (14/419)
dead_customer,0.0000 (0/57),0.0877 (5/57),0.0000 (0/57),0.0000 (0/57),0.9123 (52/57),0.0000 (0/57),0.0000 (0/57),0.0000 (0/57),0.0000 (0/57),0.0000 (0/57)
dormant_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0)
fresh_credit_holder,0.0000 (0/1066),0.1529 (163/1066),0.0000 (0/1066),0.0000 (0/1066),0.0000 (0/1066),0.0000 (0/1066),0.0000 (0/1066),0.0000 (0/1066),0.0000 (0/1066),0.8471 (903/1066)
rejected,0.0000 (0/77188),0.0032 (245/77188),0.0000 (0/77188),0.0000 (2/77188),0.0000 (0/77188),0.0000 (0/77188),0.0079 (606/77188),0.9887 (76313/77188),0.0000 (0/77188),0.0003 (22/77188)
soft_churn_customer,0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),0.0000 (0/0),1.0000 (0/0),0.0000 (0/0)
unactivated_credit_holder,0.0000 (0/73335),0.0368 (2701/73335),0.0000 (0/73335),0.0003 (23/73335),0.0000 (1/73335),0.0000 (0/73335),0.0000 (0/73335),0.0000 (0/73335),0.0000 (0/73335),0.9628 (70610/73335)
